"","group","taxonomy"
"1260","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Knoellia;remsis"
"1261","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Knoellia;sinensis"
"1262","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Knoellia;subterranea"
"1263","nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Kribbia;dieselivorans"
"1264","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Lapillicoccus;jejuensis"
"1265","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Marihabitans;asiaticum"
"1266","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Ornithinibacter;aureus"
"1267","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Ornithinicoccus;halotolerans"
"1268","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Ornithinicoccus;hortensis"
"1269","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Ornithinicoccus;soli"
"1270","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Oryzihumus;leptocrescens"
"1271","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Oryzihumus;soli"
"1272","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Oryzihumus;terrae"
"1273","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;avicenniae"
"1274","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;duodecadis"
"1275","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;elongatus"
"1276","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;endophyticus"
"1277","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;flavus"
"1278","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;ginsengisoli"
"1279","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;jejuensis"
"1280","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;mangrovi"
"1281","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Phycicoccus;sonneratiae"
"1282","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;aeriphilus"
"1283","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;aerolatus"
"1284","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;carboxydivorans"
"1285","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;ginsengisoli"
"1286","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;ginsenosidimutans"
"1287","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;koreensis"
"1288","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;lapilli"
"1289","aerobic_chemoheterotrophy;chemoheterotrophy;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;terrae"
"1290","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;terrigena"
"1291","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terrabacter;tumescens"
"1292","ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Terracoccus;luteus"
"1293","cellulolysis;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae;Jonesia;denitrificans"
"1294","nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae;Sanguibacter;antarcticus"
"1295","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agreia;bicolorata"
"1296","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agreia;pratensis"
"1297","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;baldri"
"1298","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;beijingensis"
"1299","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;carbonis"
"1300","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;casei"
"1301","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;citreus"
"1302","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;jejuensis"
"1303","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;jenensis"
"1304","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;lahaulensis"
"1305","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;sediminis"
"1306","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;terreus"
"1307","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus;versicolor"
"1308","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;agglutinans"
"1309","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;albus"
"1310","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;allii"
"1311","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;archimandritae"
"1312","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;atrinae"
"1313","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;aurantiacus"
"1314","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;aureus"
"1315","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;badenianii"
"1316","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;bauzanensis"
"1317","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;binzhouensis"
"1318","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;bracchium"
"1319","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;cavernae"
"1320","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;cerinus"
"1321","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;chromiiresistens"
"1322","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;flavus"
"1323","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;fucosus"
"1324","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;humatus"
"1325","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;humi"
"1326","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;indicus"
"1327","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;insulae"
"1328","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;intestinalis"
"1329","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;iriomotensis"
"1330","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;italicus"
"1331","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;kandeliae"
"1332","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;lapidis"
"1333","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;larvae"
"1334","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;luteolus"
"1335","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;mangrovi"
"1336","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;mariniharenae"
"1337","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;marinus"
"1338","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;mediolanus"
"1339","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;neolithicus"
"1340","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;protaetiae"
"1341","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;ramosus"
"1342","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;rhizosphaerae"
"1343","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;salentinus"
"1344","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;seonyuensis"
"1345","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;soli"
"1346","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;subbeticus"
"1347","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;subtropicus"
"1348","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;tardus"
"1349","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;terreus"
"1350","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;tropicus"
"1351","aerobic_chemoheterotrophy;cellulolysis;chemoheterotrophy;xylanolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;ulmi"
"1352","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Allohumibacter;endophyticus"
"1353","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Alpinimonas;psychrophila"
"1354","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Amnibacterium;endophyticum"
"1355","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Amnibacterium;flavum"
"1356","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Amnibacterium;kyonggiense"
"1357","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Amnibacterium;setariae"
"1358","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Amnibacterium;soli"
"1359","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Antiquaquibacter;oligotrophicus"
"1360","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Arenivirga;flava"
"1361","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Aurantimicrobium;minutum"
"1362","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Aurantimicrobium;photophilum"
"1363","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Canibacter;oris"
"1364","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Canibacter;zhoujuaniae"
"1365","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Canibacter;zhuwentaonis"
"1366","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;californiensis"
"1367","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;capsici"
"1368","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;insidiosus"
"1369","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;lycopersici"
"1370","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;michiganensis"
"1371","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;nebraskensis"
"1372","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;phaseoli"
"1373","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;sepedonicus"
"1374","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;tessellarius"
"1375","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Clavibacter;zhangzhiyongii"
"1376","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cnuibacter;physcomitrellae"
"1377","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Compostimonas;suwonensis"
"1378","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Conyzicola;lurida"
"1379","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Conyzicola;nivalis"
"1380","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;adonitolivorans"
"1381","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;algoricola"
"1382","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;algoritolerans"
"1383","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;arcticum"
"1384","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;aureum"
"1385","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;breve"
"1386","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;cheniae"
"1387","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;cryoconiti"
"1388","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;flavum"
"1389","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;frigoriphilum"
"1390","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;fucosi"
"1391","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;gelidum"
"1392","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;glaciale"
"1393","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;glucosi"
"1394","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;lactosi"
"1395","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;levicorallinum"
"1396","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;luteum"
"1397","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;lyxosi"
"1398","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;mannosilyticum"
"1399","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;melibiosiphilum"
"1400","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;psychrophilum"
"1401","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;psychrotolerans"
"1402","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;roopkundense"
"1403","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;ruanii"
"1404","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;sandaracinum"
"1405","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;serini"
"1406","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;shii"
"1407","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;sinapicolor"
"1408","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;soli"
"1409","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;suzukii"
"1410","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;tagatosivorans"
"1411","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;tepidiphilum"
"1412","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;zongtaii"
"1413","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;allii"
"1414","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;ammoniigenes"
"1415","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;caseinilyticum"
"1416","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;citreum"
"1417","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;citri"
"1418","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;flaccumfaciens"
"1419","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;herbarum"
"1420","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;luteum"
"1421","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;plantarum"
"1422","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;pusillum"
"1423","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;subtropicum"
"1424","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Diaminobutyricibacter;tongyongensis"
"1425","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Diaminobutyricimonas;aerilata"
"1426","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;endophyticum"
"1427","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;faeni"
"1428","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;salinisoli"
"1429","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;australicus"
"1430","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;cladoniiphilus"
"1431","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;peucedani"
"1432","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;sucicola"
"1433","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Galbitalea;soli"
"1434","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciibacter;flavus"
"1435","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciibacter;superstes"
"1436","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciihabitans;arcticus"
"1437","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciihabitans;tibetensis"
"1438","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;daejeonensis"
"1439","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;ginsengisoli"
"1440","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;koreensis"
"1441","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;kribbensis"
