ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Salt conc."
,,,,,,,,0.5
130254,YW1,"DSM 100319, CCTCC AB 2012033, KACC 16697",1,1,"Comamonas jiangduensis",Comamonas,jiangduensis,1
2930,AFG1,"CIP 107987, DSM 16026, CCUG 15333, LMG 3475",1,1,"Comamonas kerstersii",Comamonas,kerstersii,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
2934,YH12,"DSM 18232, IMSNU 11158, KCTC 12005, CIP 108012",1,1,"Comamonas koreensis",Comamonas,koreensis,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
2929,23310,"DSM 13191, CCT 7062, NCCB 100007, CCUG 45781, CIP 107121",1,1,"Comamonas nitrativorans",Comamonas,nitrativorans,0-10
2936,,"DSM 22023, BCRC 17576, LMG 23579, Dant 3-8",1,1,"Comamonas odontotermitis",Comamonas,odontotermitis,0.0-1.0
,,,,,,,,0.0-2.0
132361,WYH22-41,"DSM 26017, CGMCC 1.12294",1,1,"Comamonas phosphati",Comamonas,phosphati,0-3
140915,,"KACC 18403, JCM 30718, CN 1",1,1,"Comamonas piscis",Comamonas,piscis,0-1
,,,,,,,,0-3
140817,S3,"KEMB 563-466, JCM 31169",1,1,"Comamonas sediminis",Comamonas,sediminis,0-1.5
,,,,,,,,0-3.5
2938,BF-3,"DSM 22523, CCTCC AB 209170, CIP 110332",1,1,"Comamonas zonglianii",Comamonas,zonglianii,0.0-1.0
,,,,,,,,0.0-2.5
,,,,,,,,3.0
164661,184-8,"JCM 33821, CCM 8895, KCTC 21131, LMG 31050, NCIMB 15152",1,1,"Companilactobacillus baiquanensis",Companilactobacillus,baiquanensis,6.5
6579,"203, Lb 203","DSM 19674, CECT 7310, JCM 16180, CIP 109926, KACC 16343, LMG 25239, NBRC 107149",1,1,"Companilactobacillus bobalius",Companilactobacillus,bobalius,5
164659,8-1(1),"JCM 33819, CCM 8898, KCTC 21115, LMG 31047, NCIMB 15156",1,1,"Companilactobacillus hulinensis",Companilactobacillus,hulinensis,6.5
132362,TMW1.2011,"DSM 29801, CECT 8802",1,1,"Companilactobacillus insicii",Companilactobacillus,insicii,0-10
164663,204-8,"JCM 33823, CCM 8900, KCTC 21133, LMG 31054, NCIMB 15159",1,1,"Companilactobacillus jidongensis",Companilactobacillus,jidongensis,6.5
164662,116-2,"JCM 33822, CCM 8899, KCTC 21124, LMG 31051, NCIMB 15158",1,1,"Companilactobacillus kedongensis",Companilactobacillus,kedongensis,6.5
164665,33-7,"JCM 33825, CCM 8936, KCTC 21118, LMG 31166, NCIMB 15153",1,1,"Companilactobacillus keshanensis",Companilactobacillus,keshanensis,6
,,,,,,,,6.5
23074,L133,"DSM 24716, JCM 17702, KACC 15533",1,1,"Companilactobacillus kimchiensis",Companilactobacillus,kimchiensis,0-5
,,,,,,,,1.5
158793,Hime5-1,"JCM 31635, DSM 103730, Hime 5-1",1,1,"Companilactobacillus metriopterae",Companilactobacillus,metriopterae,7.0
,,,,,,,,7.5
164660,256-3,"JCM 33820, CCM 8901, LMG 31048, NCIMB 15160",1,1,"Companilactobacillus mishanensis",Companilactobacillus,mishanensis,6.5
6628,LP33,"DSM 16982, CIP 108546, TMW 1.1265, JCM 16171, LMG 23510, NBRC 107153, NCIMB 14360",1,1,"Companilactobacillus nantensis",Companilactobacillus,nantensis,03-05
6674,"IZ4B, iz4b-1","DSM 19682, CIP 109958, JCM 14932, NBRC 107160",1,1,"Companilactobacillus nodensis",Companilactobacillus,nodensis,0-15
,,,,,,,,7.5
164658,M1575,"JCM 33818, CCM 8892, LMG 31045, NCIMB 15149",1,1,"Companilactobacillus zhongbaensis",Companilactobacillus,zhongbaensis,6.5
140616,BS27,"KACC 18745, JCM 17664",1,1,"Compostibacter hankyongensis",Compostibacter,hankyongensis,0-0.5
,,,,,,,,0.5-1.5
7514,,"DSM 25625, KACC 13354, NBRC 106304, SMC 46",1,1,"Compostimonas suwonensis",Compostimonas,suwonensis,<1
,,,,,,,,<3
3037,KV-962,"DSM 23288, NBRC 106558",1,1,"Conexibacter arvalis",Conexibacter,arvalis,<4
3036,ID131577,"DSM 14684, JCM 11494, CCUG 47730, CIP 108061, KCTC 19437, KCTC 9949, NBRC 100937",1,1,"Conexibacter woesei",Conexibacter,woesei,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
140749,XJNY,"KCTC 52638, MCCC 1H00183",1,1,"Confluentibacter citreus",Confluentibacter,citreus,0
,,,,,,,,0-4
140916,,"KCTC 42777, NBRC 111588, HJM 3",1,1,"Confluentibacter lentus",Confluentibacter,lentus,0-4
,,,,,,,,1-2
166258,DSL-48,"KCTC 62648, MCCC 1K03537",1,1,"Confluentibacter sediminis",Confluentibacter,sediminis,0-7
,,,,,,,,4
17910,KT71,"DSM 17192, CECT 7588, NBRC 104960",1,1,"Congregibacter litoralis",Congregibacter,litoralis,1-7
,,,,,,,,2
140750,,"KCTC 22549, CMPUJ U369, USBA 369",1,1,"Consotaella salsifontis",Consotaella,salsifontis,0-7
,,,,,,,,1.5
140951,ZD5-4,"JCM 30076, CGMCC 1.12813",1,1,"Conyzicola nivalis",Conyzicola,nivalis,0-2
,,,,,,,,0-6
17651,"04OKA010-24, 04OKA10-24","DSM 45221, IAM 15411, JCM 23193, KCTC 12865, MBIC 06463",1,1,"Coraliomargarita akajimensis",Coraliomargarita,akajimensis,0.1-5
,,,,,,,,2.5
166446,WN38,"KCTC 62602, MCCC 1H00313",1,1,"Coraliomargarita sinensis",Coraliomargarita,sinensis,1-10
,,,,,,,,3-4
133672,,"JCM 17525, KCTC 23026, KMM 6217",1,1,"Corallibacter vietnamensis",Corallibacter,vietnamensis,0.5-8
,,,,,,,,2-4
166176,C4,"ATCC BAA-2611, CICC 10839",1,1,"Corallincola holothuriorum",Corallincola,holothuriorum,2-5
,,,,,,,,3
166126,176GS2-150,"KACC 19890, LMG 31317",1,1,"Corallincola spongiicola",Corallincola,spongiicola,1.0-9.0
,,,,,,,,2
133871,KTSW-6,"BCRC 80176, LMG 25553",1,1,"Corallomonas stylophorae",Corallomonas,stylophorae,3.5
140818,16B10-2-7,"CFCC 12884, KCTC 42249",1,1,"Corticibacterium populi",Corticibacterium,populi,0-3
133399,26D10-3-4,"CFCC 12725, KCTC 33575",1,1,"Corticicoccus populi",Corticicoccus,populi,0-4
,,,,,,,,10
,,,,,,,,2
,,,,,,,,20
166222,3d-2-2,"CFCC 11891, KCTC 52807",1,1,"Corticimicrobacter populi",Corticimicrobacter,populi,5
3166,,"DSM 44278, ATCC 49725, CCUG 28779, CNCTC Th1/57, LMG 19042, JCM 8331, CGMCC 1.1940, CIP 104783, KCTC 3431",1,1,"Corynebacterium accolens",Corynebacterium,accolens,0-6
,,,,,,,,10
,,,,,,,,2.5
,,,,,,,,8
3167,,"DSM 44280, ATCC 51403, CCUG 32103, CIP 103499, LCDC 88199, JCM 10390, LMG 19062",1,1,"Corynebacterium afermentans",Corynebacterium,afermentans,5
,,,,,,,,6.5
3080,9.6,"DSM 20306, AJ 1443, ATCC 6871, NCIB 8143, NCTC 2398, CCUG 38796, CIP 101283, JCM 1305, BCRC 10367, CGMCC 1.1883, IAM 1641, IFO 12071, IFO 12612, IMSNU 21212, KCCM 11740, KCTC 1018, NBRC 12071, NBRC 12612, NCCB 60030, NCIMB 8143, NRIC 1844, VKM Ac-2185, VKM B-672",1,1,"Corynebacterium ammoniagenes",Corynebacterium,ammoniagenes,0-4
,,,,,,,,10
,,,,,,,,2.5
,,,,,,,,6
,,,,,,,,8
3134,S160,"DSM 6922, ATCC 49368, NCFB 2768, CCUG 35685, LMG 19043, JCM 7447, CCM 4123, CECT 4163, CGMCC 1.1939, CIP 103452, IFO 15207, KCTC 3432, NBRC 15207, NCIMB 13130",1,1,"Corynebacterium amycolatum",Corynebacterium,amycolatum,0-6
,,,,,,,,7.5
3198,,"DSM 44531, JCM 11765, NRRL B-24151, CCUG 48298, IMMIB R-3491, CIP 107643",1,1,"Corynebacterium appendicis",Corynebacterium,appendicis,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
3211,S613,"DSM 44791, CCUG 46511, CECT 5993, CIP 108096, JCM 12268",1,1,"Corynebacterium aquilae",Corynebacterium,aquilae,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
3161,,"DSM 44202, CIP 104296, CCUG 34893, IBS B10697, JCM 10392, ATCC 51927, LMG 19064, IBS 10697",1,1,"Corynebacterium argentoratense",Corynebacterium,argentoratense,0-6
,,,,,,,,10
,,,,,,,,8
3213,R2070,"DSM 44849, CCUG 45804, CIP 107431, JCM 12368",1,1,"Corynebacterium atypicum",Corynebacterium,atypicum,0
,,,,,,,,10
,,,,,,,,2-8
,,,,,,,,7.5
3199,,"DSM 44532, CCUG 47449, CIP 107897, JCM 11766, NRRL B-24143, IMMIB D-1488",1,1,"Corynebacterium aurimucosum",Corynebacterium,aurimucosum,0-10
3158,,"DSM 44122, CCUG 33426, JCM 11946, ATCC 51966, CCM 4566, CIP 104632, LMG 19072, DMMZ 328T",1,1,"Corynebacterium auris",Corynebacterium,auris,0-10
3201,M598/96/3,"JCM 12369, DSM 44609, CCUG 39938, CIP 106629, LMG 19530",1,1,"Corynebacterium auriscanis",Corynebacterium,auriscanis,0-10
3082,,"DSM 20582, ATCC 7715, NCTC 3224, CCUG 2705, JCM 11947, BCRC 12363, CIP 54.80, IMET 10632, JCM 1482, NCDO 1689, NCIMB 701689, PCM 2047",1,1,"Corynebacterium bovis",Corynebacterium,bovis,0-4
,,,,,,,,10
,,,,,,,,2.5
,,,,,,,,6
,,,,,,,,8
3083,B-2244,"CCUG 28793, CIP 104277, DSM 20147, ATCC 15991, CCM 7707, NCIB 10338, NRRL B-2244, JCM 9489, BCRC 12128, CECT 4015, HAMBI 2053, IFO 15359, IMSNU 21209, KCTC 1444, NBRC 15359, NCIMB 10338",1,1,"Corynebacterium callunae",Corynebacterium,callunae,2.5
3202,CRS-51,"DSM 44610, CCUG 39412, CECT 4897, JCM 11664, ATCC BAA-77, CIP 105508, LMG 19039",1,1,"Corynebacterium camporealense",Corynebacterium,camporealense,0-8
,,,,,,,,10
3203,"S108/98/2, 980914, S108/98/2*","DSM 44611, CCUG 39779, CIP 106739, JCM 12101, KCTC 19913",1,1,"Corynebacterium capitovis",Corynebacterium,capitovis,0-10
3207,,"CCUG 57201, CIP 107182, DSM 44701, DPC 5298, LMG S-19264, NCIMB 30130, JCM 12072, LMG 19264",1,1,"Corynebacterium casei",Corynebacterium,casei,0-10
3214,M106/00/5,"DSM 44850, CCUG 44566, CIP 107965, JCM 13387",1,1,"Corynebacterium caspium",Corynebacterium,caspium,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
166191,200CH,"CCM 8831, LMG 30628, CCUG 72166",1,1,"Corynebacterium choanae",Corynebacterium,choanae,7
,,,,,,,,9
3216,"BIST 13, BS 13, BS13","DSM 44920, CCUG 47525, CECT 5779, CIP 108588, JCM 13388",1,1,"Corynebacterium ciconiae",Corynebacterium,ciconiae,0-10
3183,,"JCM 12102, DSM 44384, CCUG 38267, DMMZ 2439, CIP 105403, LMG 19073",1,1,"Corynebacterium confusum",Corynebacterium,confusum,0-10
3159,,"CCUG 38194, LMG 19044, CIP 104919, JCM 10381, DSM 44184, CCUG 35014, DMMZ 214, ATCC 700219, CCM 4669",1,1,"Corynebacterium coyleae",Corynebacterium,coyleae,0-10
3084,"42 Fukuya","DSM 20524, ATCC 29593, CCUG 28794, JCM 3715, BCRC 12320, CCM 5742, CECT 4048, CGMCC 1.1932, CIP 103424, IFO 15284, KCTC 3433, LMG 19065, NBRC 15284, NCTC 11863",1,1,"Corynebacterium cystitidis",Corynebacterium,cystitidis,0-6
,,,,,,,,10
,,,,,,,,5
,,,,,,,,8
3181,,"IFO 16161, LMG 19045, CIP 105490, CCM 4727, DSM 45333, CCUG 37331, DSM 44351, JCM 11948, NBRC 16161",1,1,"Corynebacterium durum",Corynebacterium,durum,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,1,"Corynebacterium efficiens",Corynebacterium,efficiens,0
,,,,,,,,10
,,,,,,,,2-4
,,,,,,,,6
,,,,,,,,8
170940,LMM-1653,"LMG 31164, CCM 8952",1,1,"Corynebacterium endometrii",Corynebacterium,endometrii,0.0-6.0
,,,,,,,,1
132560,,"DSM 45971, CCTCC AB 2013226, YIM 101506, JCM 31743",1,1,"Corynebacterium faecale",Corynebacterium,faecale,0-13
,,,,,,,,0-9
,,,,,,,,1
3180,"BL 8171","DSM 44353, CCUG 33651, LMG 19046, CCM 4913, CIP 105466, JCM 11949, ATCC BAA-596, DMMZ 2537",1,1,"Corynebacterium falsenii",Corynebacterium,falsenii,0-10
3192,"M714/95/5, M714-95-5, 980915","DSM 44508, CCUG 39943, CIP 106740, ATCC BAA-468, JCM 12103, VTT E-072718",1,1,"Corynebacterium felinum",Corynebacterium,felinum,0-10
3085,"OJ8, OJ 8","CCUG 28791, DSM 20296, ATCC 10340, NCDO 1320, NCIB 8707, JCM 1317, BCRC 12131, CECT 536, CGMCC 1.1885, CIP 69.5, IAM 12638, IAM 1642, IFO 14136, IMET 11080, IMSNU 21211, KCCM 41095, KCTC 3414, LMG 4046, NBRC 14136, NCCB 42012, NCFB 1320, NCIMB 8707, VKM Ac-1956",1,1,"Corynebacterium flavescens",Corynebacterium,flavescens,7.5
3190,6695110,"CCUG 45704, CIP 106767, JCM 45704, DSM 44506, JCM 12104",1,1,"Corynebacterium freneyi",Corynebacterium,freneyi,0
,,,,,,,,2-10
166189,W8,"CCM 8833, LMG 30629, CCUG 72165",1,1,"Corynebacterium gerontici",Corynebacterium,gerontici,5
,,,,,,,,6
3196,,"DSM 44530, CIP 107989, NRRL B-24142, CCUG 48297, JCM 12208, IMMIB R-5091",1,1,"Corynebacterium glaucum",Corynebacterium,glaucum,0-6
,,,,,,,,10
,,,,,,,,8
3092,534,"DSM 20300, ATCC 13032, NCIB 10025, CCUG 27702, CCTM La 2336, JCM 1318, BCRC 11384, CCM 2428, CECT 4157, CGMCC 1.1886, CIP 82.8, HAMBI 2052, IAM 12435, IFO 12168, IMET 10482, IMSNU 10063, IMSNU 21196, KCCM 40245, KCTC 1445, KCTC 9097, LMG 19741, LMG 3730, NBRC 12168, NCCB 70082, NCCB 72028, NCIMB 10025, NRRL B-2784",1,1,"Corynebacterium glutamicum",Corynebacterium,glutamicum,0-6
,,,,,,,,10
,,,,,,,,2.5
,,,,,,,,8
158588,,"MCC 3388, KCTC 39803, LMG 29598, PRD 07",1,1,"Corynebacterium gottingense",Corynebacterium,gottingense,0-11
,,,,,,,,1
140638,S01,"KCTC 39608, CCTCC AB 2015423, GDMCC 1.1022, DSM 107476",1,1,"Corynebacterium guangdongense",Corynebacterium,guangdongense,0-2
,,,,,,,,0-9
3209,,"CCUG 54529, DSM 44683, CCTCC AA 001024, CIP 108972, JCM 12676, YIM 70093, KCTC 19015",1,1,"Corynebacterium halotolerans",Corynebacterium,halotolerans,10
3227,C-138,"JCM 15293, DSM 45109, CCUG 53252, CIP 108444",1,1,"Corynebacterium hansenii",Corynebacterium,hansenii,0-10
3240,MFC-5,"CCUG 59866, CGMCC 2452, DSM 45392, NBRC 106098",1,1,"Corynebacterium humireducens",Corynebacterium,humireducens,0-13
,,,,,,,,0-7.5
,,,,,,,,10
,,,,,,,,<13
3162,,"LMG 19048, DSM 44264, CCUG 36877, IFO 16163, NBRC 100416, NBRC 16163, NCTC 13015, JCM 10386, ATCC 700354, CCM 4676, CIP 105130, DMMZ 2023",1,1,"Corynebacterium imitans",Corynebacterium,imitans,0-10
3142,D1076,"DSM 7171, ATCC 43734, CIP 103337, DSM 46361, IFO 15298, IMET 11513, NBRC 15298, NCTC 11913, CCUG 27192, LMG 19049, JCM 9384, NCIMB 14491",1,1,"Corynebacterium jeikeium",Corynebacterium,jeikeium,0-6
,,,,,,,,10
,,,,,,,,8
3184,,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050, JCM 11950",1,1,"Corynebacterium kroppenstedtii",Corynebacterium,kroppenstedtii,0-8
,,,,,,,,10
3101,,"DSM 20755, ATCC 15677, NCTC 11138, CCUG 27535, CIP 103423, JCM 9385, NBRC 15288, CECT 4035, IFO 15288, LMG 19169",1,1,"Corynebacterium kutscheri",Corynebacterium,kutscheri,0-6
,,,,,,,,10
,,,,,,,,5
,,,,,,,,8
3174,,"DSM 44291, CCUG 37336, DMMZ 1944, LMG 19051, JCM 10383, ATCC 700352, CCM 4677, CIP 105127",1,1,"Corynebacterium lipophiloflavum",Corynebacterium,lipophiloflavum,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
3171,"JCP 2, JCL-2","DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2, JCM 10393, LMG 19066",1,1,"Corynebacterium macginleyi",Corynebacterium,macginleyi,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
3223,"7015, D7015","DSM 44953, CGMCC 1.6998, NRRL B-24779, JCM 17491, CIP 110199",1,1,"Corynebacterium marinum",Corynebacterium,marinum,0-5
,,,,,,,,0-8
,,,,,,,,1
3234,Coryn-1,"DSM 45190, LMG 24561, JCM 17018",1,1,"Corynebacterium maris",Corynebacterium,maris,0.5-4.0
3178,S-8,"DSM 44356, CCUG 38654, CECT 4843, CIP 105509, IFO (NBRC) 16160, JCM 12269, IFO 16160, LMG 19040, NBRC 16160",1,1,"Corynebacterium mastitidis",Corynebacterium,mastitidis,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,6.5
,,,,,,,,8
3102,47,"DSM 20635, ATCC 14266, DSM 43761, NCTC 10254, JCM 9386, BCRC 14869, CCUG 27545, CCUG 46620, CIP 81.82, IFO 15360, LMG 19647, NBRC 15360",1,1,"Corynebacterium matruchotii",Corynebacterium,matruchotii,0-10
3105,Barton,"DSM 20651, ATCC 23348, NCTC 10288, CCUG 541, JCM 9387, BCRC 14870, CCM 4728, CECT 4158, CIP 100652, IFO 15361, NBRC 15361",1,1,"Corynebacterium minutissimum",Corynebacterium,minutissimum,0-8
,,,,,,,,10
3163,,"DSM 44265, CCUG 36878, CIP 105129, DMMZ 2278, JCM 10384, ATCC 700355, CCM 4678, LMG 19067",1,1,"Corynebacterium mucifaciens",Corynebacterium,mucifaciens,0-10
3107,,"DSM 20632, ATCC 43995, NCTC 9864, CCUG 27538, JCM 9388, BCRC 14871, CIP 55.51, IFO 15289, IMSNU 21213, NBRC 15289",1,1,"Corynebacterium mycetoides",Corynebacterium,mycetoides,5
134610,,"CIP 107094, CCUG 42723",1,1,"Corynebacterium oriphocae",Corynebacterium,oriphocae,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
3245,"GF 234/92","CCUG 32254, DSM 8821, ATCC 51513, JCM 12146, CCM 4568, CIP 104075, IFM 10650, LMG 19071, NBRC 106139",1,1,"Corynebacterium otitidis",Corynebacterium,otitidis,0
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,6.5
,,,,,,,,7.5
,,,,,,,,8
3204,"Collins 31, M408/89/1, 31","DSM 44612, CCUG 38205, CIP 105741, LMG 19052, NCIMB 13757, JCM 12105",1,1,"Corynebacterium phocae",Corynebacterium,phocae,0-6
,,,,,,,,10
,,,,,,,,8
3108,"46 Hara","CCUG 27193, JCM 3714, NCTC 11862, CIP 103422, CCM 6140, DSM 20521, ATCC 29592, CECT 4049, CGMCC 1.1931, IFO 15285, KCTC 3434, LMG 19068, NBRC 15285",1,1,"Corynebacterium pilosum",Corynebacterium,pilosum,7.5
132609,VDS11,"DSM 100104, KCTC 39687, MCC 2722",1,1,"Corynebacterium pollutisoli",Corynebacterium,pollutisoli,0-10
,,,,,,,,6
3172,"Riegel B 77159, B 77159","JCM 12106, DSM 44285, ATCC 51488, CCUG 33048, CIP 103792, LMG 19069",1,1,"Corynebacterium propinquum",Corynebacterium,propinquum,6.5
166190,812CH,"CCM 8832, LMG 30627, CCUG 72167",1,1,"Corynebacterium pseudopelargi",Corynebacterium,pseudopelargi,6
,,,,,,,,7
3116,"Charita a, Charita-a","DSM 20688, ATCC 19412, NCTC 7448, CCUG 27542, JCM 9391, BCRC 10657, CECT 4082, CIP 103421, HAMBI 2321, IFO 15290, NBRC 15290, PCM 2053",1,1,"Corynebacterium renale",Corynebacterium,renale,0
,,,,,,,,2-10
,,,,,,,,7.5
3175,697-97,"LMG 19055, DSM 44326, CCUG 38180, CIP 105310, DMMZ 2415, JCM 10389, ATCC 700782, CCM 4679",1,1,"Corynebacterium riegelii",Corynebacterium,riegelii,0-10
3187,"Co 553","DSM 44415, ATCC BAA-15, CCUG 43305, LMG 19516, JCM 12107, CIP 106488, CCM 4908, UCL 553",1,1,"Corynebacterium simulans",Corynebacterium,simulans,0-10
3182,,"DSM 44357, CCUG 37330, CIP 105491, IBS B52218, IFO 16162, NBRC 16162, LMG 19056, CCM 4729, JCM 10385",1,1,"Corynebacterium singulare",Corynebacterium,singulare,0-10
3212,"38, Garayzabal 38","DSM 44792, CCUG 46398, CECT 5990, CIP 108094, JCM 12270",1,1,"Corynebacterium sphenisci",Corynebacterium,sphenisci,0-10
3210,"J11, PG 39","DSM 44757, CCUG 45512, CECT 5986, CIP 107875, JCM 12271",1,1,"Corynebacterium spheniscorum",Corynebacterium,spheniscorum,0-10
3078,622,"DSM 20302, ATCC 14403, CCUG 43497, CIP 104228, JCM 11611, NBRC 12144, VKM B-1228, CCTM La2748, NCIMB 565, BCRC 11885, CCM 317, CECT 4275, IFO 12144, KCCM 12153, KCTC 3254, NBIMCC 1435, VKM Ac-2184, CCTM La 2748",1,1,"Corynebacterium stationis",Corynebacterium,stationis,0-10
,,,,,,,,7.5
3123,,"DSM 20668, ATCC 6940, NCTC 764, CCUG 27949, CIP 81.15, IFO 15291, JCM 9390, CECT 4159, LMG 19648, NBRC 15291",1,1,"Corynebacterium striatum",Corynebacterium,striatum,0-8
,,,,,,,,10
,,,,,,,,7.5
3215,P81/02,"DSM 44851, DSM 45110, CCUG 46963, CECT 5724, CIP 108201, JCM 12370",1,1,"Corynebacterium suicordis",Corynebacterium,suicordis,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
3205,"AN 119","DSM 44613, CCUG 36622, CIP 105936, LMG 19057, DSM 107545, JCM 12401",1,1,"Corynebacterium sundsvallense",Corynebacterium,sundsvallense,0-6
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
3208,Y-11,"DSM 44721, CIP 105927, IFO 14764, JCM 10555, NBRC 14764, VKM Ac-2071, CCUG 46354, CCUG 44585, LMG 22191",1,1,"Corynebacterium terpenotabidum",Corynebacterium,terpenotabidum,0-6
,,,,,,,,10
,,,,,,,,8
3206,M935/96/4,"DSM 44614, ATCC BAA-467, CCUG 41823, CIP 106763, JCM 12108, NCIMB 14414",1,1,"Corynebacterium testudinoris",Corynebacterium,testudinoris,0-10
3164,"96-649, Tho 218/95","DSM 44276, CCUG 38516, JCM 12109, CIP 105597",1,1,"Corynebacterium thomssenii",Corynebacterium,thomssenii,0-8
,,,,,,,,10
3221,LDC-20,"DSM 44922, ATCC 35529, ATCC 35692, CCUG 45418, CIP 107291, JCM 13389, Medalle X",1,1,"Corynebacterium tuberculostearicum",Corynebacterium,tuberculostearicum,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
3147,20184,"ATCC 51799, LMG 19058, DSM 46325, CCUG 2708, IMET 11148, NCTC 7910, PCM 554, JCM 10387, CIP 106504",1,1,"Corynebacterium ulcerans",Corynebacterium,ulcerans,0-2
,,,,,,,,10
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
3148,"Armendariz, 1","DSM 7109, ATCC 43042, NCTC 12011, CCUG 18158, JCM 10395, CCM 3975, CECT 4142, CIP 103524, LMG 19041",1,1,"Corynebacterium urealyticum",Corynebacterium,urealyticum,5
3124,"FK 31","DSM 20132, ATCC 15753, CCM 1565, NCIB 9455, JCM 2154, BCRC 12115, CCUG 23608, CCUG 45246, CECT 4178, CGMCC 1.1922, CIP 102112, HAMBI 1872, IAM 12346, IFO 15286, IMET 10433, LMG 22560, NBRC 15286, NCIMB 9455, NRRL B-4201, VKM Ac-1122, IFM 3030",1,1,"Corynebacterium variabile",Corynebacterium,variabile,0-10
,,,,,,,,2.5
3128,,"CCUG 28792, DSM 20294, ATCC 10234, NCIB 9291, JCM 1323, CECT 537, CGMCC 1.1889, CIP 82.7, IAM 12429, IFO 12143, IMSNU 21210, KCCM 12165, KCTC 9648, LMG 19075, NBRC 12143, NCCB 52028, NCIMB 9291, VKM B-1211, VTT E-97777",1,1,"Corynebacterium vitaeruminis",Corynebacterium,vitaeruminis,0
3131,,"CCUG 56051, CCM 2824, NCTC 11861, CIP 100653, IFO 15287, DSM 20743, ATCC 373, JCM 1971, BCRC 14413, CCM 1.1919, CCUG 27544, CECT 4160, IFO 16721, KCCM 40941, KCTC 3435, LMG 19544, NBRC 15287, NBRC 16721",1,1,"Corynebacterium xerosis",Corynebacterium,xerosis,0-4
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
134186,,"KCCM 42265, JCM 13411, KOPRI 13342",1,1,"Costertonia aggregata",Costertonia,aggregata,1.5-12
,,,,,,,,3
141068,,"JCM 19657, KACC 17825, YIM 78023",1,1,"Crenalkalicoccus roseus",Crenalkalicoccus,roseus,0-2
,,,,,,,,0-2.5
166367,HX-7-9,"KCTC 72654, CCTCC AB 2019349",1,1,"Crenobacter caeni",Crenobacter,caeni,0
,,,,,,,,0-1
166425,K1W11S-77,"CGMCC 1.13527, NBRC 113452",1,1,"Crenobacter cavernae",Crenobacter,cavernae,0
,,,,,,,,0-1
140814,KMU-32,"KCTC 42980, NBRC 111834, DSM 108273, KCTC 42981",1,1,"Cribrihabitans pelagius",Cribrihabitans,pelagius,3
,,,,,,,,6
,,,,,,,,7
135526,,"CIP 108009, KCTC 12090, ATCC BAA-628, JCM 21780, IAM 15332",1,1,"Croceibacter atlanticus",Croceibacter,atlanticus,0
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
166154,SX2RGS8,"CGMCC 1.16402, KCTC 62090",1,1,"Croceibacterium ferulae",Croceibacterium,ferulae,0-5.0
133445,E4A9,"CGMCC 1.6776, JCM 14846",1,1,"Croceicoccus marinus",Croceicoccus,marinus,0-10
,,,,,,,,0.5
133014,Ery22,"DSM 101481, CGMCC 1.15360",1,1,"Croceicoccus mobilis",Croceicoccus,mobilis,0-7.5
,,,,,,,,5
133013,Ery9,"DSM 101479, CGMCC 1.15358",1,1,"Croceicoccus pelagius",Croceicoccus,pelagius,0-10.0
,,,,,,,,3
166514,GM-16,"KACC 19611, KCTC 62423, NBRC 113192",1,1,"Croceicoccus ponticola",Croceicoccus,ponticola,0-4
,,,,,,,,1-2
134349,,"KCCM 42308, JCM 13826, DOKDO 023",1,1,"Croceitalea dokdonensis",Croceitalea,dokdonensis,0.8-5.4
,,,,,,,,3.1
134348,,"KCCM 42309, JCM 13827, DOKDO 025",1,1,"Croceitalea eckloniae",Croceitalea,eckloniae,0.4-5.4
,,,,,,,,1.6
140751,H01-35,"MCCC 1K03229, KCTC 52368",1,1,"Croceitalea marina",Croceitalea,marina,2-5
,,,,,,,,3
