ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Cell width
133361,CC-YTH209,"BCRC 80938, JCM 31226",1,1,Chryseobacterium endophyticum,Chryseobacterium,endophyticum,0.6-0.8
132874,CW-E 2,DSM 18973,1,1,Chryseobacterium flavum,Chryseobacterium,flavum,0.6
24035,PB4,"DSM 26000, LMG 27025",1,1,Chryseobacterium frigidisoli,Chryseobacterium,frigidisoli,0.45
132418,D07,"DSM 100383, CCTCC AB 2011160, KCTC 42897",1,1,Chryseobacterium frigidum,Chryseobacterium,frigidum,0.53-0.63
5698,5-1St1a,"DSM 18014, CCUG 52549, CIP 110172",1,1,Chryseobacterium gambrini,Chryseobacterium,gambrini,1.1
133901,,"KCTC 23760, JCM 18019, DCY 63",1,1,Chryseobacterium ginsengisoli,Chryseobacterium,ginsengisoli,0.5
5688,P 461/12,"DSM 19109, LMG 24052, CIP 110171",1,1,Chryseobacterium gregarium,Chryseobacterium,gregarium,0.7
134032,THG-A18,"KACC 16227, LMG 26579",1,1,Chryseobacterium gwangjuense,Chryseobacterium,gwangjuense,0.75
5687,H38,"DSM 19056, LMG 24029, CIP 110174",1,1,Chryseobacterium haifense,Chryseobacterium,haifense,0.75
5510,H1,"DSM 19921, LMG 24401",1,1,Chryseobacterium halperniae,Chryseobacterium,halperniae,0.8
24039,AG13,"DSM 25574, CCUG 63019",1,1,Chryseobacterium hispalense,Chryseobacterium,hispalense,0.4
134193,VP48,"CECT 7129, CCM 7359, JCM 13554, CIP 109356",1,1,Chryseobacterium hispanicum,Chryseobacterium,hispanicum,0.9
5695,P2K6,"DSM 19326, CIP 109575",1,1,Chryseobacterium hominis,Chryseobacterium,hominis,0.5
5696,NF802,"DSM 22165, CCUG 52711, CIP 109415",1,1,Chryseobacterium hominis,Chryseobacterium,hominis,1.25
5705,ECP37,"DSM 21580, LMG 24684, NBRC 104927, CIP 110175",1,1,Chryseobacterium humi,Chryseobacterium,humi,0.55
5694,CHB-20p,"DSM 19684, NCAIM B2269, NCAIM B.02269, CIP 110178",1,1,Chryseobacterium hungaricum,Chryseobacterium,hungaricum,0.5
5702,JS17-8,"DSM 19299, KACC 12501, CIP 110176",1,1,Chryseobacterium jejuense,Chryseobacterium,jejuense,0.65
133961,KJ1R5,"KACC 13029, JCM 15904",1,1,Chryseobacterium kwangjuense,Chryseobacterium,kwangjuense,0.9
133389,XC0022,"KCTC 52364, MCCC 1K02723",1,1,Chryseobacterium lineare,Chryseobacterium,lineare,0.8-1.0
134294,,"KCCM 42689, NBRC 103143, IMCC 3228, CIP 110389",1,1,Chryseobacterium marinum,Chryseobacterium,marinum,0.65
5699,DW3,"DSM 18016, CCUG 52547, CIP 110177",1,1,Chryseobacterium molle,Chryseobacterium,molle,0.9
133143,WG4,"KCTC 52204, CCTCC AB 2016058",1,1,Chryseobacterium montanum,Chryseobacterium,montanum,0.4-0.6
133365,C-5-3,"KEMB 9005-411, KACC 18907, JCM 31469",1,1,Chryseobacterium nepalense,Chryseobacterium,nepalense,0.6-0.7
5686,H8,"DSM 19055, CIP 109920, LMG 24030",1,1,Chryseobacterium oranimense,Chryseobacterium,oranimense,0.7-1.2
5700,26-3St2b,"DSM 18015, CCUG 52548",1,1,Chryseobacterium pallidum,Chryseobacterium,pallidum,0.8
5706,3A10,"DSM 21579, LMG 24685, NBRC 104928, CIP 110180",1,1,Chryseobacterium palustre,Chryseobacterium,palustre,0.6
166185,7_F195,"LMG 30781, KCTC 62760",1,1,Chryseobacterium pennipullorum,Chryseobacterium,pennipullorum,0.4
164405,ISE14,"JCM 32876, KACC 19820",1,1,Chryseobacterium phosphatilyticum,Chryseobacterium,phosphatilyticum,0.5-0.9
5704,VQ-6316s,"DSM 21068, CECT 7357, CIP 110179",1,1,Chryseobacterium piscicola,Chryseobacterium,piscicola,1
23024,,"CCUG 51923, CIP 109277, DSM 25207, CCUG 5192, LMG 23089",1,1,Chryseobacterium piscium,Chryseobacterium,piscium,0.5
140591,"AB 2015431, Ra1","KCTC 52230, CCTCC AB 2015431",1,1,Chryseobacterium reticulitermitis,Chryseobacterium,reticulitermitis,0.5
133832,CJ16,"KACC 16560, JCM 18078",1,1,Chryseobacterium rigui,Chryseobacterium,rigui,0.65
158684,JC490,"KCTC 52835, LMG 30048",1,1,Chryseobacterium salipaludis,Chryseobacterium,salipaludis,0.2-0.4
164701,NBC 122,"JCM 33980, KCTC 72248",1,1,Chryseobacterium salivictor,Chryseobacterium,salivictor,0.4-0.7
5678,GUM-Kaji,"CCUG 55591, CIP 14047, DSM 17126, NCIMB 14047, BAMY 1001, CIP 108958",1,1,Chryseobacterium shigense,Chryseobacterium,shigense,0.65
5703,JS6-6,"DSM 19298, KACC 12502, CIP 110182",1,1,Chryseobacterium soli,Chryseobacterium,soli,0.7
5707,1YB-R12,"DSM 22468, CCUG 55604, DSM 1183, CIP 110201",1,1,Chryseobacterium solincola,Chryseobacterium,solincola,0.5-1
133828,THMBM1,"CGMCC 1.10941, NBRC 108747",1,1,Chryseobacterium taihuense,Chryseobacterium,taihuense,0.5
134196,Soil-3-27,"BCRC 17412, IAM 15317, LMG 23355, JCM 21767, CGMCC 1.11040, NCIMB 14327, CIP 109325",1,1,Chryseobacterium taiwanense,Chryseobacterium,taiwanense,0.58-0.85
133475,X-65,"CCTCC AB 208154, NRRL B-51322, CCUG 68730, NCTC 13490",1,1,Chryseobacterium taklimakanense,Chryseobacterium,taklimakanense,0.5
5509,EP105,"DSM 16811, NCIMB 14026",1,1,Chryseobacterium tenax,Chryseobacterium,tenax,0.6-0.7
5708,,"DSM 22251, CCUG 57657, CIP 110413, IMMIB L-1519",1,1,Chryseobacterium treverense,Chryseobacterium,treverense,0.5-0.6
5701,F-Fue-04IIIaaaa,"DSM 18017, CCUG 52546, CIP 110146",1,1,Chryseobacterium ureilyticum,Chryseobacterium,ureilyticum,0.7
133652,GIMN1.005,"CCTCC M209230, NRRL B-59550",1,1,Chryseobacterium vietnamense,Chryseobacterium,vietnamense,0.4-0.8
133773,687B-08,"CECT 7793, CCUG 60103",1,1,Chryseobacterium viscerum,Chryseobacterium,viscerum,0.8
5682,R2A 10-2,"DSM 17724, KACC 11468, CIP 110181",1,1,Chryseobacterium wanjuense,Chryseobacterium,wanjuense,0.7-0.8
159842,SDU1-6,"CGMCC 1.13492, JCM 32520",1,1,Chryseolinea flava,Chryseolinea,flava,0.2-0.4
24794,RYG,"DSM 24574, ATCC BAA-2075",1,1,Chryseolinea serpens,Chryseolinea,serpens,0.5
23198,JC16,"DSM 23442, NBRC 105215",1,1,Chryseomicrobium amylolyticum,Chryseomicrobium,amylolyticum,1
141028,THG-T1.18,"KACC 18929, CCTCC AB 2016179",1,1,Chryseomicrobium deserti,Chryseomicrobium,deserti,0.5-0.7
159857,ET03,"KCTC 33943, LMG 30119, JCM 32415, MCC 3378",1,1,Chryseomicrobium excrementi,Chryseomicrobium,excrementi,0.5
140621,PU1,"NBRC 106750, KCTC 13722, JCM 16712, CCUG 59101",1,1,Chryseomicrobium palamuruense,Chryseomicrobium,palamuruense,0.6-0.7
163760,Ys,"JCM 30318, LMG 30359",1,1,Chryseotalea sanaruensis,Chryseotalea,sanaruensis,0.1-0.2
24814,Ellin428,DSM 22515,1,1,Chthoniobacter flavus,Chthoniobacter,flavus,0.9
133409,ED7,"JCM 30603, KCTC 42450",1,1,Chthonobacter albigriseus,Chthonobacter,albigriseus,0.8-1.0
17843,T49,"DSM 23976, ICMP 18418",1,1,Chthonomonas calidirosea,Chthonomonas,calidirosea,0.5-0.7
133670,9163,"KCTC 13729, CCUG 59778",1,1,Chungangia koreensis,Chungangia,koreensis,0.35
158347,A.slu09,"DSM 104151, KACC 19080, LMG 29962",1,1,Ciceribacter azotifigens,Ciceribacter,azotifigens,0.5-1
24486,MSSRFBL1,"DSM 25528, KCTC 32403",1,1,Ciceribacter lividus,Ciceribacter,lividus,0.4
158569,F43b,"CCTCC AB 2016062, KCTC 52231",1,1,Ciceribacter thiooxidans,Ciceribacter,thiooxidans,0.6-0.8
7632,,"CCUG 51943, CCTCC AA 203008, DSM 15665, CCTCC AA 20308, KCTC 19012, YIM 70010, JCM 13012, CIP 107968",1,1,Citricoccus alkalitolerans,Citricoccus,alkalitolerans,0.65
7633,02-Je-010,"DSM 22055, CCM 7609, CCUG 57388, JCM 18704",1,1,Citricoccus parietis,Citricoccus,parietis,1.3
7634,FS24,"DSM 23847, CGMCC 1.7064, JCM 15136",1,1,Citricoccus zhacaiensis,Citricoccus,zhacaiensis,0.5
133060,97/79,"DSM 103031, CIP 106467",1,1,Citrobacter europaeus,Citrobacter,europaeus,2-Jan
140426,A60,"DSM 104542, CECT 9236, CIP 111602",1,1,Citrobacter portucalensis,Citrobacter,portucalensis,2-Jan
17783,158,"DSM 19522, JCM 14828",1,1,Cloacibacillus evryensis,Cloacibacillus,evryensis,0.8-1
23440,CL-84,"DSM 25858, CCUG 62631, KCTC 15364",1,1,Cloacibacillus porcorum,Cloacibacillus,porcorum,1
133580,R2A-16,"CGMCC 1.7656, NBRC 104931",1,1,Cloacibacterium rupense,Cloacibacterium,rupense,0.2-0.3
2869,37HS60,"DSM 22131, CCUG 53849, JCM 14354",1,1,Clostridiisalibacter paucivorans,Clostridiisalibacter,paucivorans,0.5
2833,JW/4JL B3,"DSM 17425, ATCC BAA-1220",1,1,Clostridium aciditolerans,Clostridium,aciditolerans,0.75
2846,HY-45-18,"DSM 19521, IMSNU 40129, JCM 13194, KCTC 5147",1,1,Clostridium aestuarii,Clostridium,aestuarii,0.7-0.8
2850,SW408,"DSM 21864, AS 1.5069, CGMCC 1.5069, JCM 14823, KCTC 15216",1,1,Clostridium amylolyticum,Clostridium,amylolyticum,0.5-0.7
159644,YB-7,"DSM 110900, CICC 24109, KCTC 15555",1,1,Clostridium beihaiense,Clostridium,beihaiense,0.9-1
2817,P7,"DSM 15243, ATCC BAA-624, KCTC 15178",1,1,Clostridium carboxidivorans,Clostridium,carboxidivorans,0.5
2855,BL-28,"DSM 21758, KCTC 15122, NRRL B-51352",1,1,Clostridium cavendishii,Clostridium,cavendishii,0.7
2568,743B,"DSM 3052, ATCC 35296, OCM 3",1,1,Clostridium cellulovorans,Clostridium,cellulovorans,0.7-0.9
,,,,,,,,1.5-2
159814,YH-tan31,"KCTC 15630, JCM 32793",1,1,Clostridium composti,Clostridium,composti,0.1-0.3
2836,SL1,"DSM 12750, ATCC BAA-623",1,1,Clostridium drakei,Clostridium,drakei,0.6
164372,JN500901,"JCM 32827, CICC 24501",1,1,Clostridium fermenticellae,Clostridium,fermenticellae,0.5-0.8
2842,HY-42-06,"DSM 18771, IMSNU 40127, JCM 13193, KCTC 5146",1,1,Clostridium ganghwense,Clostridium,ganghwense,0.7-0.8
133372,ZGM211,"CICC 24070, BCRC 80950",1,1,Clostridium guangxiense,Clostridium,guangxiense,0.8-1.0
2856,BL-20,"DSM 21757, NRRL B-51348",1,1,Clostridium hydrogeniformans,Clostridium,hydrogeniformans,0.9
132388,BEY10,"DSM 100320, ACCC 00785",1,1,Clostridium liquoris,Clostridium,liquoris,0.5-1
2831,R1,"DSM 17049, CCUG 50446",1,1,Clostridium lundense,Clostridium,lundense,0.56
166338,"CSURP1360, ND2",DSM 27309,1,1,Clostridium massiliamazoniense,Clostridium,massiliamazoniense,0.8-1
5434,2055,"DSM 3984, ATCC 25546, CCUG 28088, JCM 9990, VPI 0142B",1,1,Clostridium moniliforme,Clostridium,moniliforme,0.6-0.9
2847,,"DSM 21057, JCM 14030, MTCC 7832",1,1,Clostridium nitrophenolicum,Clostridium,nitrophenolicum,0.6-0.9
158307,MJC39,"DSM 103944, JCM 31506",1,1,Clostridium pabulibutyricum,Clostridium,pabulibutyricum,0.4-0.8
2841,ISDg,"DSM 18823, ATCC 700394",1,1,Clostridium phytofermentans,Clostridium,phytofermentans,0.5-0.8
169899,PYR-10,"CGMCC 1.5286, CCAM 531, JCM 33161",1,1,Clostridium prolinivorans,Clostridium,prolinivorans,0.7-1.2
2832,AP15,"DSM 17394, JCM 13289",1,1,Clostridium schirmacherense,Clostridium,schirmacherense,0.5-0.7
2851,A121,"DSM 17763, KCTC 15160, VKM B-2369",1,1,Clostridium tagluense,Clostridium,tagluense,1.1
5445,87,"DSM 3997, ATCC 29255",1,1,Clostridium tarantellae,Clostridium,tarantellae,1.3-1.6
2845,,"DSM 19306, VKM B-2459, SG 508",1,1,Clostridium tepidiprofundi,Clostridium,tepidiprofundi,0.5
140317,,"DSM 104389, NRRL B-65463, IEH 97212",1,1,Clostridium tepidum,Clostridium,tepidum,1.3-1.6
132376,XA,"DSM 29843, CGMCC 1.15041, JCM 33035",1,1,Cnuibacter physcomitrellae,Cnuibacter,physcomitrellae,0.3-0.5
133779,,"NRIC 0815, CCUG 49560, KMM 1561",1,1,Cobetia amphilecti,Cobetia,amphilecti,0.85
133504,JO1,"KCTC 22486, JCM 15644, NRIC 0824",1,1,Cobetia crustatorum,Cobetia,crustatorum,0.6
133778,,"KMM 3880, NRIC 0814, CCUG 49563",1,1,Cobetia litoralis,Cobetia,litoralis,0.8
133777,,"NRIC 0813, CCUG 49562, KMM 3879",1,1,Cobetia pacifica,Cobetia,pacifica,0.85
17918,Sh2,"DSM 24830, JCM 16494, KMM 3898, NRIC 0757",1,1,Cocleimonas flava,Cocleimonas,flava,0.9
133286,Braz8,"LMG 29552, CIP 111088",1,1,Coetzeea brasiliensis,Coetzeea,brasiliensis,1
24507,"GSW-6, GSW-M6","DSM 28223, CCUG 60021, KCTC 23347",1,1,Cognatishimia maritima,Cognatishimia,maritima,0.4-0.8
17664,CL-GR15,"DSM 18289, KCCM 42319",1,1,Cohaesibacter gelatinilyticus,Cohaesibacter,gelatinilyticus,0.3
134000,JC131,"KCTC 32038, NBRC 109022",1,1,Cohaesibacter haloalkalitolerans,Cohaesibacter,haloalkalitolerans,0.45
166223,YE-B6,"MCCC 1A13131, KCTC 62716",1,1,Cohaesibacter intestini,Cohaesibacter,intestini,0.6-1
133627,,"CGMCC 1.9157, NCCB 100300, DQHS 21",1,1,Cohaesibacter marisflavi,Cohaesibacter,marisflavi,0.65
158570,Pch-40,"KACC 19279, JCM 32033",1,1,Cohnella algarum,Cohnella,algarum,0.9-1
23174,,"DSM 26756, CCTCC AB 2010228, NRRL B-59459",1,1,Cohnella arctica,Cohnella,arctica,0.2-0.3
11457,FCN3-3,"DSM 26488, KCTC 13645, PCU 32, TISTR 1996, PCU 323",1,1,Cohnella cellulosilytica,Cohnella,cellulosilytica,0.35
166535,M2MS4P-1,"KCTC 43011, CGMCC 1.13745",1,1,Cohnella endophytica,Cohnella,endophytica,0.5-1.0
11450,YT-1101,"DSM 21753, NBRC 104957",1,1,Cohnella fontinalis,Cohnella,fontinalis,0.6
133908,CC-Alfalfa-35,"JCM 18405, BCRC 80428",1,1,Cohnella formosensis,Cohnella,formosensis,0.3
11445,GR21-5,"DSM 18997, KACC 11771",1,1,Cohnella ginsengisoli,Cohnella,ginsengisoli,1
158415,20.16T,"DSM 104983, VKM B-2846",1,1,Cohnella kolymensis,Cohnella,kolymensis,0.3-0.5
11448,RI-39,"DSM 21336, CCUG 52217, KCCM 10653P, KCTC 3987",1,1,Cohnella laeviribosi,Cohnella,laeviribosi,0.6
133071,KSS-154-50,"DSM 103658, CCM 8707, LMG 29763, CIP 111180",1,1,Cohnella lubricantis,Cohnella,lubricantis,0.8-1.0
11451,HY-22R,"DSM 24270, CCTCC AB 208254, NRRL B-59213",1,1,Cohnella luojiensis,Cohnella,luojiensis,0.4-0.6
134011,RLAHU4B,"LMG 27416, CECT 8236",1,1,Cohnella lupini,Cohnella,lupini,0.8-1
11447,GSPC1,"DSM 19269, LMG 24086",1,1,Cohnella phaseoli,Cohnella,phaseoli,0.7
141089,CJ22,"KACC 17501, JCM 19227",1,1,Cohnella saccharovorans,Cohnella,saccharovorans,0.5
133583,MX21-2,"KCTC 22295, PCU 310, TISTR 1892",1,1,Cohnella terrae,Cohnella,terrae,0.3-0.5
11452,S1-3,"DSM 25241, KCTC 22296, PCU 306, TISTR 1890",1,1,Cohnella thailandensis,Cohnella,thailandensis,0.2-0.5
11453,MX15-2,"DSM 25239, KCTC 22294, PCU 309, TISTR 1891",1,1,Cohnella xylanilytica,Cohnella,xylanilytica,0.3-0.5
11446,5YN10-14,"DSM 18998, KACC 11768",1,1,Cohnella yongneupensis,Cohnella,yongneupensis,0.7
158408,C3-17,"DSM 104040, KACC 19055",1,1,Collimonas antrihumi,Collimonas,antrihumi,0.6-0.8
11308,,"CCUG 48868, DSM 17622, LMG 21973, NCCB 100033, TER Ter6, TER 6, UCCCB6, CIP 108645",1,1,Collimonas fungivorans,Collimonas,fungivorans,0.4
3050,,"DSM 22478, JCM 16071, YIT 12063, KCTC 15132",1,1,Collinsella tanakaei,Collinsella,tanakaei,0.5-1
2877,SMK-10,"DSM 17314, KCTC 12480, SMK 10",1,1,Colwellia aestuarii,Colwellia,aestuarii,0.4-0.5
133568,,"KCCM 90077, JCM 15608, KMD 002",1,1,Colwellia asteriadis,Colwellia,asteriadis,0.4-0.5
158534,NB097-1,"MCCC 1A11668, KCTC 52554",1,1,Colwellia beringensis,Colwellia,beringensis,0.3-0.6
2879,BCw111,"DSM 22576, CGMCC 1.9127, LMG 25329",1,1,Colwellia chukchiensis,Colwellia,chukchiensis,0.75
158694,A3,"LMG 30125, NCIMB 15095",1,1,Colwellia echini,Colwellia,echini,0.5
133405,MTCD1,"ATCC TSD-5, JCM 30270",1,1,Colwellia marinimaniae,Colwellia,marinimaniae,0.4-0.5
133324,RA2-7,"KCTC 52417, NBRC 112381",1,1,Colwellia mytili,Colwellia,mytili,0.3-0.7
133697,Y223G,"JCM 11831, ATCC BAA-637",1,1,Colwellia piezophila,Colwellia,piezophila,0.8-1
134336,537,"CGMCC 1.6132, JCM 13952",1,1,Colwellia polaris,Colwellia,polaris,0.6-0.9
166230,OISW-25,"KCTC 62426, NBRC 113187",1,1,Colwellia ponticola,Colwellia,ponticola,0.2-0.6
140622,YSM-23,"KCTC 52213, NBRC 111994",1,1,Colwellia sediminilitoris,Colwellia,sediminilitoris,0.2-0.6
158653,SB30-Chr27-3,"CIP 111491, CCM 8815, DSM 106034",1,1,Comamonas aquatilis,Comamonas,aquatilis,1
2937,YY287,"DSM 21721, BCRC 17659, LMG 24008",1,1,Comamonas composti,Comamonas,composti,0.5
2932,123,"CCUG 44425, KCTC 12931, CCM 7155, DSM 17887, ATCC 700936, CIP 108016",1,1,Comamonas denitrificans,Comamonas,denitrificans,1.0-2.0
132144,,"DSM 103041, CCTCC AB 2011133, KACC 16241, CY 01",1,1,Comamonas guangdongensis,Comamonas,guangdongensis,0.35
130254,YW1,"DSM 100319, CCTCC AB 2012033, KACC 16697",1,1,Comamonas jiangduensis,Comamonas,jiangduensis,0.35
2936,,"DSM 22023, BCRC 17576, LMG 23579, Dant 3-8",1,1,Comamonas odontotermitis,Comamonas,odontotermitis,0.5-1.0
132361,WYH22-41,"DSM 26017, CGMCC 1.12294",1,1,Comamonas phosphati,Comamonas,phosphati,0.4-0.7
140817,S3,"KEMB 563-466, JCM 31169",1,1,Comamonas sediminis,Comamonas,sediminis,0.3-0.7
2938,BF-3,"DSM 22523, CCTCC AB 209170, CIP 110332",1,1,Comamonas zonglianii,Comamonas,zonglianii,0.6-0.8
164661,184-8,"JCM 33821, CCM 8895, KCTC 21131, LMG 31050, NCIMB 15152",1,1,Companilactobacillus baiquanensis,Companilactobacillus,baiquanensis,1
6579,"203, Lb 203","DSM 19674, CECT 7310, JCM 16180, CIP 109926, KACC 16343, LMG 25239, NBRC 107149",1,1,Companilactobacillus bobalius,Companilactobacillus,bobalius,0.71-1.03
164659,8-1(1),"JCM 33819, CCM 8898, KCTC 21115, LMG 31047, NCIMB 15156",1,1,Companilactobacillus hulinensis,Companilactobacillus,hulinensis,1
132362,TMW1.2011,"DSM 29801, CECT 8802",1,1,Companilactobacillus insicii,Companilactobacillus,insicii,1
164663,204-8,"JCM 33823, CCM 8900, KCTC 21133, LMG 31054, NCIMB 15159",1,1,Companilactobacillus jidongensis,Companilactobacillus,jidongensis,1
164662,116-2,"JCM 33822, CCM 8899, KCTC 21124, LMG 31051, NCIMB 15158",1,1,Companilactobacillus kedongensis,Companilactobacillus,kedongensis,1
164665,33-7,"JCM 33825, CCM 8936, KCTC 21118, LMG 31166, NCIMB 15153",1,1,Companilactobacillus keshanensis,Companilactobacillus,keshanensis,1
158793,Hime5-1,"JCM 31635, DSM 103730, Hime 5-1",1,1,Companilactobacillus metriopterae,Companilactobacillus,metriopterae,0.2
164660,256-3,"JCM 33820, CCM 8901, LMG 31048, NCIMB 15160",1,1,Companilactobacillus mishanensis,Companilactobacillus,mishanensis,1
6628,LP33,"DSM 16982, CIP 108546, TMW 1.1265, JCM 16171, LMG 23510, NBRC 107153, NCIMB 14360",1,1,Companilactobacillus nantensis,Companilactobacillus,nantensis,1
6674,"IZ4B, iz4b-1","DSM 19682, CIP 109958, JCM 14932, NBRC 107160",1,1,Companilactobacillus nodensis,Companilactobacillus,nodensis,1.8
164658,M1575,"JCM 33818, CCM 8892, LMG 31045, NCIMB 15149",1,1,Companilactobacillus zhongbaensis,Companilactobacillus,zhongbaensis,0.5-1
140616,BS27,"KACC 18745, JCM 17664",1,1,Compostibacter hankyongensis,Compostibacter,hankyongensis,0.3-0.5
7514,,"DSM 25625, KACC 13354, NBRC 106304, SMC 46",1,1,Compostimonas suwonensis,Compostimonas,suwonensis,0.5
3037,KV-962,"DSM 23288, NBRC 106558",1,1,Conexibacter arvalis,Conexibacter,arvalis,0.9
140749,XJNY,"KCTC 52638, MCCC 1H00183",1,1,Confluentibacter citreus,Confluentibacter,citreus,0.3-0.4
140916,,"KCTC 42777, NBRC 111588, HJM 3",1,1,Confluentibacter lentus,Confluentibacter,lentus,0.2-0.4
166258,DSL-48,"KCTC 62648, MCCC 1K03537",1,1,Confluentibacter sediminis,Confluentibacter,sediminis,0.4-0.6
17910,KT71,"DSM 17192, CECT 7588, NBRC 104960",1,1,Congregibacter litoralis,Congregibacter,litoralis,0.4-0.7
140750,,"KCTC 22549, CMPUJ U369, USBA 369",1,1,Consotaella salsifontis,Consotaella,salsifontis,0.8-1.5
140951,ZD5-4,"JCM 30076, CGMCC 1.12813",1,1,Conyzicola nivalis,Conyzicola,nivalis,0.3-0.8
24338,"123, NSB1","DSM 26242, VKM B-2743, JCM 33896",1,1,Coprobacter fastidiosus,Coprobacter,fastidiosus,0.25
17651,"04OKA010-24, 04OKA10-24","DSM 45221, IAM 15411, JCM 23193, KCTC 12865, MBIC 06463",1,1,Coraliomargarita akajimensis,Coraliomargarita,akajimensis,0.5
133672,,"JCM 17525, KCTC 23026, KMM 6217",1,1,Corallibacter vietnamensis,Corallibacter,vietnamensis,0.4-0.5
166176,C4,"ATCC BAA-2611, CICC 10839",1,1,Corallincola holothuriorum,Corallincola,holothuriorum,0.6-0.7
166126,176GS2-150,"KACC 19890, LMG 31317",1,1,Corallincola spongiicola,Corallincola,spongiicola,0.5-1.0
133871,KTSW-6,"BCRC 80176, LMG 25553",1,1,Corallomonas stylophorae,Corallomonas,stylophorae,0.35
140818,16B10-2-7,"CFCC 12884, KCTC 42249",1,1,Corticibacterium populi,Corticibacterium,populi,0.5-0.9
133399,26D10-3-4,"CFCC 12725, KCTC 33575",1,1,Corticicoccus populi,Corticicoccus,populi,1.2-1.5
166222,3d-2-2,"CFCC 11891, KCTC 52807",1,1,Corticimicrobacter populi,Corticimicrobacter,populi,0.5
131684,JZ16,"DSM 100882, CCUG 69192, LMG 29813",1,1,Corynebacterium crudilactis,Corynebacterium,crudilactis,0.6-1.3
3235,,"DSM 45436, CCUG 57284, KCTC 19568, JCM 17317, CAU 212",1,1,Corynebacterium doosanense,Corynebacterium,doosanense,0.9
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,1,Corynebacterium efficiens,Corynebacterium,efficiens,0.8-1.1
170940,LMM-1653,"LMG 31164, CCM 8952",1,1,Corynebacterium endometrii,Corynebacterium,endometrii,0.6
132560,,"DSM 45971, CCTCC AB 2013226, YIM 101506, JCM 31743",1,1,Corynebacterium faecale,Corynebacterium,faecale,1
23876,ST18,"DSM 45800, CCUG 63371, CIP 110785, JCM 32210",1,1,Corynebacterium frankenforstense,Corynebacterium,frankenforstense,0.75
158588,,"MCC 3388, KCTC 39803, LMG 29598, PRD 07",1,1,Corynebacterium gottingense,Corynebacterium,gottingense,0.5
140638,S01,"KCTC 39608, CCTCC AB 2015423, GDMCC 1.1022, DSM 107476",1,1,Corynebacterium guangdongense,Corynebacterium,guangdongense,0.9-1.5
3240,MFC-5,"CCUG 59866, CGMCC 2452, DSM 45392, NBRC 106098",1,1,Corynebacterium humireducens,Corynebacterium,humireducens,0.6
23877,RW2-5,"DSM 45799, CCUG 63372, CIP 110786, JCM 32211",1,1,Corynebacterium lactis,Corynebacterium,lactis,0.7
3234,Coryn-1,"DSM 45190, LMG 24561, JCM 17018",1,1,Corynebacterium maris,Corynebacterium,maris,0.6
132609,VDS11,"DSM 100104, KCTC 39687, MCC 2722",1,1,Corynebacterium pollutisoli,Corynebacterium,pollutisoli,0.51
3208,Y-11,"DSM 44721, CIP 105927, IFO 14764, JCM 10555, NBRC 14764, VKM Ac-2071, CCUG 46354, CCUG 44585, LMG 22191",1,1,Corynebacterium terpenotabidum,Corynebacterium,terpenotabidum,0.5-0.7
134186,,"KCCM 42265, JCM 13411, KOPRI 13342",1,1,Costertonia aggregata,Costertonia,aggregata,0.35-0.41
159083,"Malle 65, Mal65","DSM 100706, LMG 29792",1,1,Crateriforma conspicua,Crateriforma,conspicua,0.8-1.2
141068,,"JCM 19657, KACC 17825, YIM 78023",1,1,Crenalkalicoccus roseus,Crenalkalicoccus,roseus,0.6-0.9
166367,HX-7-9,"KCTC 72654, CCTCC AB 2019349",1,1,Crenobacter caeni,Crenobacter,caeni,0.3-0.7
166425,K1W11S-77,"CGMCC 1.13527, NBRC 113452",1,1,Crenobacter cavernae,Crenobacter,cavernae,0.5-0.7
140814,KMU-32,"KCTC 42980, NBRC 111834, DSM 108273, KCTC 42981",1,1,Cribrihabitans pelagius,Cribrihabitans,pelagius,0.7-0.8
166154,SX2RGS8,"CGMCC 1.16402, KCTC 62090",1,1,Croceibacterium ferulae,Croceibacterium,ferulae,0.6-0.7
133445,E4A9,"CGMCC 1.6776, JCM 14846",1,1,Croceicoccus marinus,Croceicoccus,marinus,0.8-1.0
133014,Ery22,"DSM 101481, CGMCC 1.15360",1,1,Croceicoccus mobilis,Croceicoccus,mobilis,0.5-0.8
133013,Ery9,"DSM 101479, CGMCC 1.15358",1,1,Croceicoccus pelagius,Croceicoccus,pelagius,0.3-0.5
166514,GM-16,"KACC 19611, KCTC 62423, NBRC 113192",1,1,Croceicoccus ponticola,Croceicoccus,ponticola,0.4-0.8
134349,,"KCCM 42308, JCM 13826, DOKDO 023",1,1,Croceitalea dokdonensis,Croceitalea,dokdonensis,0.4-0.6
134348,,"KCCM 42309, JCM 13827, DOKDO 025",1,1,Croceitalea eckloniae,Croceitalea,eckloniae,0.3-0.5
140751,H01-35,"MCCC 1K03229, KCTC 52368",1,1,Croceitalea marina,Croceitalea,marina,0.4-0.6
140752,HSG9,"MCCC 1A06690, KCTC 52589",1,1,Croceivirga radicis,Croceivirga,radicis,0.5-0.8
140753,"182, 0182","KCTC 42868, MCCC 1H00128",1,1,Crocinitomix algicola,Crocinitomix,algicola,0.2-0.4
