ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Flagellum arrangement"
2568,743B,"DSM 3052, ATCC 35296, OCM 3",1,1,"Clostridium cellulovorans",Clostridium,cellulovorans,peritrichous
159814,YH-tan31,"KCTC 15630, JCM 32793",1,1,"Clostridium composti",Clostridium,composti,peritrichous
2842,HY-42-06,"DSM 18771, IMSNU 40127, JCM 13193, KCTC 5146",1,1,"Clostridium ganghwense",Clostridium,ganghwense,peritrichous
133372,ZGM211,"CICC 24070, BCRC 80950",1,1,"Clostridium guangxiense",Clostridium,guangxiense,lophotrichous
5434,2055,"DSM 3984, ATCC 25546, CCUG 28088, JCM 9990, VPI 0142B",1,1,"Clostridium moniliforme",Clostridium,moniliforme,peritrichous
158570,Pch-40,"KACC 19279, JCM 32033",1,1,"Cohnella algarum",Cohnella,algarum,"monotrichous, polar"
11456,BR-29,"DSM 26489, CCUG 59598, KCTC 13735",1,1,"Cohnella boryungensis",Cohnella,boryungensis,peritrichous
141089,CJ22,"KACC 17501, JCM 19227",1,1,"Cohnella saccharovorans",Cohnella,saccharovorans,peritrichous
133583,MX21-2,"KCTC 22295, PCU 310, TISTR 1892",1,1,"Cohnella terrae",Cohnella,terrae,peritrichous
11453,MX15-2,"DSM 25239, KCTC 22294, PCU 309, TISTR 1891",1,1,"Cohnella xylanilytica",Cohnella,xylanilytica,peritrichous
158534,NB097-1,"MCCC 1A11668, KCTC 52554",1,1,"Colwellia beringensis",Colwellia,beringensis,polar
158694,A3,"LMG 30125, NCIMB 15095",1,1,"Colwellia echini",Colwellia,echini,polar
133324,RA2-7,"KCTC 52417, NBRC 112381",1,1,"Colwellia mytili",Colwellia,mytili,"monotrichous, polar"
166230,OISW-25,"KCTC 62426, NBRC 113187",1,1,"Colwellia ponticola",Colwellia,ponticola,polar
2928,,"DSM 9155, ATCC 11330, CCUG 17395, LMG 2370, CIP 107986, CCUG 15845",1,1,"Comamonas aquatica",Comamonas,aquatica,lophotrichous
2932,123,"CCUG 44425, KCTC 12931, CCM 7155, DSM 17887, ATCC 700936, CIP 108016",1,1,"Comamonas denitrificans",Comamonas,denitrificans,polar
2930,AFG1,"CIP 107987, DSM 16026, CCUG 15333, LMG 3475",1,1,"Comamonas kerstersii",Comamonas,kerstersii,lophotrichous
132361,WYH22-41,"DSM 26017, CGMCC 1.12294",1,1,"Comamonas phosphati",Comamonas,phosphati,polar
2927,,"DSM 7099, ATCC 8461, CCUG 15327, CIP 63.44, LMG 5929, NCIB 8193, NCTC 1937, NRRL B-1055, JCM 6230, BCRC 10911, CCM 2409, CCUG 2185, IAM 12052, IAM 12421, IFO 12685, IFO 13299, IMET 10768, LMG 1253, NBRC 12685, NBRC 13299, NCIMB 8193, NRRL B-781",1,1,"Comamonas terrigena",Comamonas,terrigena,lophotrichous
133672,,"JCM 17525, KCTC 23026, KMM 6217",1,1,"Corallibacter vietnamensis",Corallibacter,vietnamensis,gliding
166126,176GS2-150,"KACC 19890, LMG 31317",1,1,"Corallincola spongiicola",Corallincola,spongiicola,monotrichous
140818,16B10-2-7,"CFCC 12884, KCTC 42249",1,1,"Corticibacterium populi",Corticibacterium,populi,lophotrichous
166222,3d-2-2,"CFCC 11891, KCTC 52807",1,1,"Corticimicrobacter populi",Corticimicrobacter,populi,peritrichous
166367,HX-7-9,"KCTC 72654, CCTCC AB 2019349",1,1,"Crenobacter caeni",Crenobacter,caeni,polar
166425,K1W11S-77,"CGMCC 1.13527, NBRC 113452",1,1,"Crenobacter cavernae",Crenobacter,cavernae,monotrichous
140814,KMU-32,"KCTC 42980, NBRC 111834, DSM 108273, KCTC 42981",1,1,"Cribrihabitans pelagius",Cribrihabitans,pelagius,lophotrichous
140752,HSG9,"MCCC 1A06690, KCTC 52589",1,1,"Croceivirga radicis",Croceivirga,radicis,gliding
140753,"182, 0182","KCTC 42868, MCCC 1H00128",1,1,"Crocinitomix algicola",Crocinitomix,algicola,gliding
140833,X1,"KCTC 42909, LMG 29218",1,1,"Cupriavidus nantongensis",Cupriavidus,nantongensis,gliding
158260,5L6,"DSM 104513, CICC 23855, KCTC 33663",1,1,"Cytobacillus solani",Cytobacillus,solani,peritrichous
3767,D465,"DSM 1761, ATCC 33406, IFO 15051, NBRC 15051, NCIB 9469, Cy h1, JCM 20678, CIP 103989, IAM 12607, LMG 10844, LMG 8361, NCDO 2694, NCIMB 9469",1,1,"Cytophaga hutchinsonii",Cytophaga,hutchinsonii,gliding
24548,"N7d-4, P-2","DSM 22385, KCTC 22699, JCM 16318",1,1,"Daejeonella lutea",Daejeonella,lutea,gliding
140487,RA6,"LMG 29737, CECT 9171",1,1,"Delftia rhizosphaerae",Delftia,rhizosphaerae,"monotrichous, polar"
166499,K23C18032701,"GDMCC 1.1403, KCTC 62913",1,1,"Deminuibacter soli",Deminuibacter,soli,gliding
133076,,"DSM 29990, UNIQEM U994, Acr 1",1,1,"Desulfitispora elongata",Desulfitispora,elongata,peritrichous
133072,Prop6,"DSM 103420, JCM 31535",1,1,"Desulfobulbus oligotrophicus",Desulfobulbus,oligotrophicus,amphitrichous
140353,NAW-5,"DSM 102911, NBRC 112242",1,1,"Desulfocucumis palustris",Desulfocucumis,palustris,peritrichous
4171,"SR-1, LS","DSM 23860, JCM 15510, KCTC 5649",1,1,"Desulfocurvibacter africanus subsp. uniflagellum",Desulfocurvibacter,africanus,"monotrichous, polar"
,,,,,,,,polar
4043,"HR100, HR<SUB>100</SUB>","DSM 5692, JCM 16813, ATCC 49708",1,1,"Desulfohalobium retbaense",Desulfohalobium,retbaense,polar
160637,"J.5.4.2-L.4.2.8, J.5.4.2-L4.2.8","DSM 107105, NBRC 113990",1,1,"Desulfolutivibrio sulfoxidireducens",Desulfolutivibrio,sulfoxidireducens,polar
4034,Z-7935,"DSM 9292",1,1,"Desulfonatronovibrio hydrogenovorans",Desulfonatronovibrio,hydrogenovorans,polar
4065,Z-7999,"DSM 16749, VKM B-2329",1,1,"Desulfonatronum cooperativum",Desulfonatronum,cooperativum,polar
158308,PAR180,"DSM 103602, JCM 31598",1,1,"Desulfonatronum parangueonense",Desulfonatronum,parangueonense,"monotrichous, polar"
4064,,"DSM 14708, ATCC BAA-395, MLF 1, CIP 107913",1,1,"Desulfonatronum thiodismutans",Desulfonatronum,thiodismutans,polar
4031,,"DSM 18488, JCM 14042, MSL 86",1,1,"Desulfopila aestuarii",Desulfopila,aestuarii,polar
158353,3408-1,"DSM 105356, VKM B-3183",1,1,"Desulfothermobacter acidiphilus",Desulfothermobacter,acidiphilus,peritrichous
4167,"JS, JS1","DSM 19430, JCM 14597, KCTC 5573",1,1,"Desulfovibrio psychrotolerans",Desulfovibrio,psychrotolerans,"monotrichous, polar"
,,,,,,,,polar
158350,P1BSR,"DSM 101510, JCM 31065",1,1,"Maridesulfovibrio salinus",Maridesulfovibrio,salinus,"monotrichous, polar"
4238,112,"DSM 16958, JCM 12927",1,1,"Desulfuromonas svalbardensis",Desulfuromonas,svalbardensis,peritrichous
4210,102,"DSM 16956, JCM 12926",1,1,"Desulfuromusa ferrireducens",Desulfuromusa,ferrireducens,lophotrichous
133408,S37,"TBRC 5145, LMG 29420",1,1,"Devosia elaeis",Devosia,elaeis,"monotrichous, polar"
164309,IO390501,"JCM 32636, CCTCC AB 2018070, CGMCC 1.13555",1,1,"Devosia indica",Devosia,indica,monotrichous
132569,SH388,"DSM 100025, VKM B-2960",1,1,"Dissulfurirhabdus thermomarina",Dissulfurirhabdus,thermomarina,polar
132389,S6,"DSM 29979, CCTCC AB 2015183",1,1,"Domibacillus iocasae",Domibacillus,iocasae,peritrichous
164191,DM2,"JCM 32096, BCRC 81069",1,1,"Dongshaea marina",Dongshaea,marina,monotrichous
133376,4M-Z03,"NBRC 111980, KCTC 52131",1,1,"Dyella acidisoli",Dyella,acidisoli,polar
140754,DKC-1,"KEMB 9005-571, KACC 19176, JCM 31925",1,1,"Dyella agri",Dyella,agri,polar
166261,DHC06,"GDMCC 1.1186, LMG 30090",1,1,"Dyella amyloliquefaciens",Dyella,amyloliquefaciens,polar
133377,4M-K16,"NBRC 111981, KCTC 52130",1,1,"Dyella flagellata",Dyella,flagellata,polar
159761,DHOG02,"NBRC 111474, CGMCC 1.15435",1,1,"Dyella halodurans",Dyella,halodurans,"monotrichous, polar"
141036,DHON07,"CGMCC 1.15400, NBRC 111475",1,1,"Dyella mobilis",Dyella,mobilis,polar
17719,,"DSM 19836, KCTC 12368, KMM 6172, LMG 23350",1,1,"Echinicola pacifica",Echinicola,pacifica,gliding
140501,JL3085,"NBRC 111782, CGMCC 1.15407",1,1,"Echinicola rosea",Echinicola,rosea,gliding
140384,001-Na2,"DSM 103729, KCTC 52495, JCM 31786",1,1,"Echinicola sediminis",Echinicola,sediminis,gliding
17718,,"DSM 17526, CIP 109902, LMG 23754, KMM 6221",1,1,"Echinicola vietnamensis",Echinicola,vietnamensis,gliding
1210,NAF001,"DSM 15141, CIP 107128, JCM 11201, KCTC 3796",1,1,"Ectobacillus funiculus",Ectobacillus,funiculus,peritrichous
159870,HZ411,"GDMCC 1.1193, LMG 30085",1,1,"Edaphobacter flagellatus",Edaphobacter,flagellatus,"monotrichous, polar"
3833,BiosLi/39,"DSM 19307, CIP 109600, OOB 398, BiosLi 39",1,1,"Ekhidna lutea",Ekhidna,lutea,gliding
140756,TH019,"CGMCC 1.15802, LMG 29721",1,1,"Elstera cyanobacteriorum",Elstera,cyanobacteriorum,lophotrichous
164447,17J42-9,"JCM 33056, KCTC 62270",1,1,"Emticicia agri",Emticicia,agri,gliding
133252,,"IMCC 1731, KCTC 52248, JCM 31373",1,1,"Emticicia fontis",Emticicia,fontis,gliding
140464,S-1,"JCM 17961, ATCC BAA-1439",1,1,"Endothiovibrio diazotrophicus",Endothiovibrio,diazotrophicus,"monotrichous, polar"
132372,SW014,"DSM 25033, KCTC 42425, MCCC 1K00500, CAIM 1920, JCM 17855",1,1,"Veronia pacifica",Veronia,pacifica,polar
170924,,"BR 151",1,1,"Entomospira culicis",Entomospira,culicis,amphitrichous
170925,,"BR 193",1,1,"Entomospira entomophilus",Entomospira,entomophilus,amphitrichous
170926,,"BR 208",1,1,"Entomospira nematocera",Entomospira,nematocera,amphitrichous
5381,T4,"DSM 8509, IAM 14332, CIP 106926",1,1,"Erythrobacter litoralis",Erythrobacter,litoralis,"monotrichous, polar"
5387,E5,"DSM 8510, IAM 14333, NCIMB 13404, JCM 10282, ATCC 700003, CIP 106927, NBRC 102621",1,1,"Erythrobacter ramosus",Erythrobacter,ramosus,"monotrichous, polar"
158624,,"KCCM 43264, JCM 32170, MEBiC 12267",1,1,"Euzebyella algicola",Euzebyella,algicola,gliding
1242,N-4,"DSM 2522, ATCC 21833, FERM P-1141, JCM 9156, CIP 109017, FERM 1141",1,1,"Evansella cellulosilytica",Evansella,cellulosilytica,peritrichous
18110,TF-16,"DSM 16306, KCTC 19035, CCUG 55590, CIP 108732, DSM 10306",1,1,"Exiguobacterium aestuarii",Exiguobacterium,aestuarii,peritrichous
18107,H2,"DSM 14480, CIP 107163, KCTC 3809, CCUG 47137",1,1,"Exiguobacterium antarcticum",Exiguobacterium,antarcticum,peritrichous
18111,TF-80,"DSM 16307, KCTC 19036, CIP 108731",1,1,"Exiguobacterium marinum",Exiguobacterium,marinum,"monotrichous, polar"
18108,L2,"CCUG 47136, DSM 14481, CIP 107162, KCTC 3810",1,1,"Exiguobacterium undae",Exiguobacterium,undae,peritrichous
134177,UST030701-097,"NRRL B-41220, JCM 13334, CIP 109252, DSM 113472",1,1,"Roseivirga halotolerans",Roseivirga,halotolerans,gliding
141117,A4,"KCTC 42507, CGMCC 1.15111",1,1,"Roseivirga thermotolerans",Roseivirga,thermotolerans,gliding
132681,WN011,"DSM 22923, JCM 16476",1,1,"Falcatimonas natans",Falcatimonas,natans,polar
166490,"GY 10110","CGMCC 1.13648, NBRC 113502",1,1,"Falsibacillus albus",Falsibacillus,albus,peritrichous
1409,"CW 7","DSM 25281, CCTCC AB 207188, KCTC 13200, LMG 24451, CIP 109936, BCRC 80032",1,1,"Falsibacillus pallidus",Falsibacillus,pallidus,peritrichous
158602,A15,"KEMB 9005-522, KACC 19102, NBRC 112682",1,1,"Ferrovibrio soli",Ferrovibrio,soli,"monotrichous, polar"
166235,WD2A32,"KCTC 52888, MCCC 1H00201",1,1,"Ferruginivarius sediminum",Ferruginivarius,sediminum,gliding
140705,CC-YHH650,"BCRC 80935, JCM 31197",1,1,"Filimonas aquilariae",Filimonas,aquilariae,gliding
167944,TTM-71,"BCRC 81160, LMG 31017, KCTC 62871",1,1,"Filimonas effusa",Filimonas,effusa,gliding
132574,772,"DSM 100760, CGMCC 1.15290",1,1,"Filimonas zeae",Filimonas,zeae,gliding
132355,SMR-C,"DSM 100392, JCM 19453",1,1,"Filobacterium rodentium",Filobacterium,rodentium,gliding
24011,YS10,"DSM 26273, IAM 15451, JCM 23196, NCIMB 14281",1,1,"Flammeovirga kamogawensis",Flammeovirga,kamogawensis,gliding
164470,L12M1,"JCM 33169, KCTC 62750",1,1,"Flammeovirga pectinis",Flammeovirga,pectinis,gliding
140759,MBLN091,"KCTC 52527, JCM 31731",1,1,"Flavimarina flava",Flavimarina,flava,gliding
159790,RB1R16,"CGMCC 1.16126, NBRC 113112",1,1,"Flavipsychrobacter stenotrophus",Flavipsychrobacter,stenotrophus,gliding
140550,AQ6-291,"CCTCC AB 2016109, KCTC 52491",1,1,"Flavitalea antarctica",Flavitalea,antarctica,gliding
133799,JCN-23,"ACCC 05418, KCTC 23071",1,1,"Flavitalea gansuensis",Flavitalea,gansuensis,gliding
133146,KIS20-3,"KACC 17319, JCM 19937",1,1,"Flavitalea soli",Flavitalea,soli,gliding
133734,JC2681,"KACC 14157, JCM 17112",1,1,"Flavivirga amylovorans",Flavivirga,amylovorans,gliding
133735,JC2682,"KACC 14158, JCM 17113",1,1,"Flavivirga jejuensis",Flavivirga,jejuensis,gliding
166415,SSM4.2,"KCTC 72807, MCCC 1K04370",1,1,"Flavobacterium ajazii",Flavobacterium,ajazii,gliding
166172,LLJ-11,"BCRC 81124, LMG 30599, KCTC 62514",1,1,"Flavobacterium amnicola",Flavobacterium,amnicola,gliding
158535,KYPY10,"BCRC 81006, LMG 29727, KCTC 52443",1,1,"Flavobacterium amniphilum",Flavobacterium,amniphilum,gliding
5570,D3,"DSM 22555, CGMCC 1.6859, KCTC 22128, JCM 14864, CIP 109938",1,1,"Flavobacterium anhuiense",Flavobacterium,anhuiense,gliding
132986,TMd3a3,"DSM 100880, JCM 30987, BCRC 81042",1,1,"Flavobacterium aquicola",Flavobacterium,aquicola,gliding
5585,LM-19-Fp,"DSM 24704, CCM 7939, CCUG 61031, LMG 26359",1,1,"Flavobacterium araucananum",Flavobacterium,araucananum,gliding
158661,SYP-B1015,"CGMCC 1.16115, KCTC 62025",1,1,"Flavobacterium artemisiae",Flavobacterium,artemisiae,gliding
158736,TH167,"CGMCC 1.15805, LMG 29719",1,1,"Flavobacterium aurantiibacter",Flavobacterium,aurantiibacter,gliding
140858,TTM-43,"BCRC 80913, KCTC 42744, LMG 29004",1,1,"Flavobacterium brevivitae",Flavobacterium,brevivitae,gliding
166270,1E403,"KCTC 62960, MCCC 1H00356",1,1,"Flavobacterium cerinum",Flavobacterium,cerinum,gliding
5572,NJ-26,"DSM 22462, CGMCC 1.6844, NBRC 103934, CIP 109891, KACC 14365",1,1,"Flavobacterium cheniae",Flavobacterium,cheniae,gliding
5586,LM-09-Fp,"DSM 24724, CCM 7940, LMG 26360, CCUG 61032",1,1,"Flavobacterium chilense",Flavobacterium,chilense,gliding
159750,P3160,"LMG 30615, CCM 8826",1,1,"Flavobacterium chryseum",Flavobacterium,chryseum,gliding
5551,"1-S-2cl (Anacker 1956)","DSM 18644, ATCC 23463, CIP 103531, JCM 21141, LMG 10406, LMG 13035, NBRC 100251, NCIMB 2248, IAM 14301, NCMB 1038",1,1,"Flavobacterium columnare",Flavobacterium,columnare,gliding
133726,15C3,"KACC 14224, JCM 16527",1,1,"Flavobacterium compostarboris",Flavobacterium,compostarboris,gliding
159807,HYN0056,"KACC 19182, NBRC 112743",1,1,"Flavobacterium crocinum",Flavobacterium,crocinum,gliding
5565,R2A45-3,"DSM 18830, CIP 109888, KACC 11732",1,1,"Flavobacterium cucumis",Flavobacterium,cucumis,gliding
24023,E89,"DSM 25795, CIP 110384, LMG 26922",1,1,"Flavobacterium cutihirudinis",Flavobacterium,cutihirudinis,gliding
5567,"EMB 117","CCUG 59869, DSM 17963, CIP 109898, KCTC 12612",1,1,"Flavobacterium defluvii",Flavobacterium,defluvii,gliding
158744,MVW-23,"BCRC 80978, LMG 29558, KCTC 52234",1,1,"Flavobacterium dispersum",Flavobacterium,dispersum,gliding
159831,PSI-22,"BCRC 80973, LMG 29553, KCTC 52233",1,1,"Flavobacterium effusum",Flavobacterium,effusum,gliding
5513,A-34,"DSM 1076, ATCC 27944, IAM 14303, JCM 21143, ACAM 579, CCM 2740, CCUG 14832, CIP 104740, IFO 14960, LMG 8328, NBRC 14960, NCIMB 12056",1,1,"Flavobacterium flevense",Flavobacterium,flevense,gliding
140676,3R17,"KCTC 42062, JCM 30338, CIP 111715",1,1,"Flavobacterium fluminis",Flavobacterium,fluminis,gliding
134059,,"KCTC 23318, JCM 17336, DCY 54, BCRC 81040, CIP 110819",1,1,"Flavobacterium ginsengisoli",Flavobacterium,ginsengisoli,gliding
133551,Gm-149,"ICMP 17618, NBRC 105008, CIP 110235",1,1,"Flavobacterium glycines",Flavobacterium,glycines,gliding
5568,WB4.2-33,"DSM 18292, LMG 26768, CIP 109241, WB 4.2-33",1,1,"Flavobacterium hercynium",Flavobacterium,hercynium,gliding
5512,N,"DSM 2063, ATCC 29551, CCUG 35201, NCIMB 2215, LMG 8385, Cy aq1, CIP 104741, Cy aq 1",1,1,"Flavobacterium hydatis",Flavobacterium,hydatis,gliding
5515,"UW 101","CCUG 35202, NCIMB 11054, LMG 1341, CFBP 3036, CIP 100931, JCM 8514, DSM 2064, ATCC 17061, IAM 14304, IFO 14942, NBRC 14942, NCIB 11054, Cy j3, MYX 1.1.1, BCRC 14874, GIFU 2500, LMG 1340, NCCB 96103, MYX 1.1.1.",1,1,"Flavobacterium johnsoniae",Flavobacterium,johnsoniae,gliding
133900,,"KCTC 23618, CECT 7955, HME 7102, CIP 110815",1,1,"Flavobacterium jumunjinense",Flavobacterium,jumunjinense,gliding
158639,WV39,"KCTC 42908, CECT 9085",1,1,"Flavobacterium kingsejongi",Flavobacterium,kingsejongi,gliding
5571,IP-10,"DSM 21886, CCM 7424, MTCC 8597, CIP 109890",1,1,"Flavobacterium lindanitolerans",Flavobacterium,lindanitolerans,gliding
159808,HYN0049,"KACC 19181, NBRC 112741",1,1,"Flavobacterium pallidum",Flavobacterium,pallidum,"monotrichous, polar"
141134,KNUS1,"KACC 17692, CECT 8460",1,1,"Flavobacterium paronense",Flavobacterium,paronense,gliding
5528,81,"DSM 6368, ATCC 19366, IAM 14307, NCIB 9059, Dorey 81, Cy p1, JCM 8518, CIP 104742, IFO 15945, LMG 4031, LMG 8366, NBRC 15945, NCIMB 9059, VKM B-1171",1,1,"Flavobacterium pectinovorum",Flavobacterium,pectinovorum,gliding
5529,3068,"DSM 3660, IAM 14308, NCMB 1947, JCM 8519, ATCC 49418, CCM 3594, CCUG 35200, CIP 103534, IFO 15942, LMG 13179, NBRC 100250, NBRC 15942, NCIMB 1947",1,1,"Flavobacterium psychrophilum",Flavobacterium,psychrophilum,gliding
159751,P3922,"LMG 30616, CCM 8827",1,1,"Flavobacterium psychroterrae",Flavobacterium,psychroterrae,gliding
5577,WB3.2-61,"DSM 21791, CIP 109866, WB 3.2-61",1,1,"Flavobacterium reichenbachii",Flavobacterium,reichenbachii,gliding
5573,BD-b365,"DSM 19382, CIP 109941, KCTC 22078, CCUG 59848",1,1,"Flavobacterium resistens",Flavobacterium,resistens,gliding
159810,TAPY6,"BCRC 81007, LMG 29728, KCTC 52444",1,1,"Flavobacterium riviphilum",Flavobacterium,riviphilum,gliding
5516,024,"DSM 1811, IAM 14309, NCMB 2072, JCM 8520, ACAM 581, ATCC 49530, CIP 104743, IFO 15944, LMG 8384, NBRC 15944, NCIMB 2072",1,1,"Flavobacterium saccharophilum",Flavobacterium,saccharophilum,gliding
158690,YSM-43,"KACC 19435, KCTC 62142, NBRC 113020",1,1,"Flavobacterium sediminilitoris",Flavobacterium,sediminilitoris,gliding
166491,BBQ-12,"BCRC 81049, LMG 30051, KCTC 52809",1,1,"Flavobacterium sufflavum",Flavobacterium,sufflavum,gliding
133842,Ruye-71,"BCRC 80262, KCTC 23312",1,1,"Flavobacterium tilapiae",Flavobacterium,tilapiae,gliding
141070,"GB 56.1","TISTR 1612, KCTC 42679",1,1,"Flavobacterium tistrianum",Flavobacterium,tistrianum,gliding
140502,TTM-46,"BCRC 80914, LMG 29005, KCTC 42745",1,1,"Flavobacterium verecundum",Flavobacterium,verecundum,gliding
166121,MAH-3,"KACC 19742, CGMCC 1.13750",1,1,"Fluviicola chungangensis",Fluviicola,chungangensis,gliding
3249,RW262,"DSM 16823, NCIMB 13979",1,1,"Fluviicola taffensis",Fluviicola,taffensis,gliding
164432,33A1-SZDP,"JCM 32978, DSM 107810",1,1,"Fluviispira multicolorata",Fluviispira,multicolorata,"polytrichous, monopolar"
24294,P11-6,"DSM 28129, CECT 7605, CIP 110592, KCTC 13564",1,1,"Fontibacillus panacisegetis",Fontibacillus,panacisegetis,peritrichous
5588,"M-2Alg 35-1","DSM 15362, KCTC 12365, LMG 23005, KMM 3901, DSM 19837",1,1,"Formosa agariphila",Formosa,agariphila,gliding
131144,,"DSM 16476, KMM 3553",1,1,"Formosa algae",Formosa,algae,gliding
134217,,"CCTCC AB 206119, KCTC 12832, KMM 6220, JCM 16186, NBRC 106557",1,1,"Fulvivirga kasyanovii",Fulvivirga,kasyanovii,gliding
4170,BSY,"DSM 21556, JCM 15519",1,1,"Fundidesulfovibrio butyratiphilus",Fundidesulfovibrio,butyratiphilus,polar
4148,B7-43,"DSM 16056, ATCC BAA-905",1,1,"Fundidesulfovibrio putealis",Fundidesulfovibrio,putealis,polar
5590,SMK-12,"DSM 17032, KCTC 12379, JCM 12931, IAM 15373, CIP 108967",1,1,"Gaetbulibacter saemankumensis",Gaetbulibacter,saemankumensis,gliding
134131,IC158,"ACAM 1054, CIP 108531",1,1,"Gelidibacter gilvus",Gelidibacter,gilvus,gliding
134132,IC162,"ACAM 1053, CIP 108532",1,1,"Gelidibacter salicanalis",Gelidibacter,salicanalis,gliding
158276,RAM11,"DSM 29853, NCAIM B.02618",1,1,"Gellertiella hungarica",Gellertiella,hungarica,polar
1452,"DS1, R-35651","DSM 15726, LMG 23069, VKM B-2301",1,1,"Geobacillus jurassicus",Geobacillus,jurassicus,peritrichous
1450,N-3,"DSM 15325",1,1,"Geobacillus lituanicus",Geobacillus,lituanicus,peritrichous
166233,1017,"VKM B-3132, KCTC 33986",1,1,"Geobacillus proteiniphilus",Geobacillus,proteiniphilus,peritrichous
1419,"R-35646, 26","DSM 22, ATCC 12980, CCM 2062, CCUG 26241, IAM 11062, LMG 6939, NBRC 12550, NCIMB 8923, NCTC 10339, VKM B-2231, IFO 12550, NCA 26, JCM 2501, BCRC 11092, CIP 66.23, KCTC 1665, KCTC 1752, NCFB 1768, NRRL B-1172, VKM B-510, VTT E-81128, UCCCB118, NCDO 1768",1,1,"Geobacillus stearothermophilus",Geobacillus,stearothermophilus,peritrichous
1422,"R-35648, 178","DSM 730, BGSC 93, IFO 15316, LMG 19007, NBRC 15316, VKM B-1259",1,1,"Geobacillus thermocatenulatus",Geobacillus,thermocatenulatus,peritrichous
1446,"B-10340, U","DSM 23175, VKM B-2229",1,1,"Geobacillus uzenensis",Geobacillus,uzenensis,peritrichous
141033,HF401,"KCTC 42595, MCCC 1H00119",1,1,"Geofilum rhodophaeum",Geofilum,rhodophaeum,gliding
133723,JAM-BA0501,"JCM 15548, NCIMB 14482",1,1,"Geofilum rubicundum",Geofilum,rubicundum,gliding
133296,12-2,"DSM 102813, KCTC 52141, NBRC 111987",1,1,"Gilvimarinus japonicus",Gilvimarinus,japonicus,"monotrichous, polar"
140920,N1.38,"LMG 28868, CCOS 838",1,1,"Glaciimonas frigoris",Glaciimonas,frigoris,gliding
164247,GS1,"JCM 32375, BCRC 81091",1,1,"Glaciimonas soli",Glaciimonas,soli,monotrichous
43,"CFN-Ca54, CFN-Ca54T","DSM 13594, ATCC 700988, CIP 107161",1,1,"Gluconacetobacter azotocaptans",Gluconacetobacter,azotocaptans,peritrichous
44,"CFN-Cf55, CFN-Cf55T","DSM 13595, ATCC 700987, CIP 107160",1,1,"Gluconacetobacter johannae",Gluconacetobacter,johannae,peritrichous
42,,"DSM 12717, SRI 1794, CIP 106693",1,1,"Gluconacetobacter sacchari",Gluconacetobacter,sacchari,peritrichous
158259,NEAU-cbsb5,"DSM 100485, CGMCC 1.14993",1,1,"Gottfriedia solisilvae",Gottfriedia,solisilvae,peritrichous
2537,9a,"DSM 604, ATCC 7906, IMG 1642, KCTC 5404",1,1,"Gottschalkia acidurici",Gottschalkia,acidurici,polar
2650,,"DSM 1384, ATCC 33906, WA 1",1,1,"Gottschalkia purinilytica",Gottschalkia,purinilytica,polar
1469,"BH 097","DSM 19028, KCTC 13130",1,1,"Gracilibacillus bigeumensis",Gracilibacillus,bigeumensis,monotrichous
1461,T-16x,"DSM 17256, ATCC BAA-1190, CIP 109592, IAM 15263, JCM 21714",1,1,"Gracilibacillus boraciitolerans",Gracilibacillus,boraciitolerans,monotrichous
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,1,"Gracilibacillus halophilus",Gracilibacillus,halophilus,peritrichous
1460,NN,"DSM 11805, JCM 10718, ATCC 700849",1,1,"Gracilibacillus halotolerans",Gracilibacillus,halotolerans,peritrichous
1468,K170,"DSM 23178, CGMCC 1.10681",1,1,"Gracilibacillus kekensis",Gracilibacillus,kekensis,peritrichous
1464,BH312,"DSM 19029, KCTC 13129",1,1,"Gracilibacillus lacisalsi",Gracilibacillus,lacisalsi,amphitrichous
1466,TP2-8,"DSM 23862, JCM 15569, PCU 304, TISTR 1881, CGMCC 1.10450",1,1,"Gracilibacillus thailandensis",Gracilibacillus,thailandensis,peritrichous
1467,MF38,"DSM 23863, CGMCC 1.7727, JCM 15711",1,1,"Gracilibacillus ureilyticus",Gracilibacillus,ureilyticus,peritrichous
133966,BS12,"KACC 16188, JCM 17790",1,1,"Christiangramia aestuarii",Christiangramia,aestuarii,gliding
5717,,"DSM 19838, JCM 13510, KCTC 12278, KMM 6050, LMG 22585, NBRC 100593, IAM 15331",1,1,"Christiangramia echinicola",Christiangramia,echinicola,gliding
5719,RA5-111,"DSM 23082, JCM 16528, KCTC 23022, NBRC 106272",1,1,"Christiangramia gaetbulicola",Christiangramia,gaetbulicola,gliding
133548,,"KCTC 12366, LMG 25418, KMM 6048, KCTC 22019",1,1,"Christiangramia marina",Christiangramia,marina,gliding
5718,UST040801-001,"DSM 23547, JCM 13192, NBRC 101534, NRRL B-41137, CIP 109020, KCTC 22434",1,1,"Christiangramia portivictoriae",Christiangramia,portivictoriae,gliding
159710,LPB0144,"KACC 18894, JCM 31560",1,1,"Christiangramia salexigens",Christiangramia,salexigens,gliding
141066,GHTF-27,"KCTC 52208, NBRC 111992",1,1,"Christiangramia sediminilitoris",Christiangramia,sediminilitoris,gliding
133745,RU-04,"KCTC 13809, JCM 17590",1,1,"Gryllotalpicola daejeonensis",Gryllotalpicola,daejeonensis,gliding
